 פרק  ,סעיף,סעיף תקציב   ,סעיף נקי,שם סעיף                         ,   תקציב חדש   2013 ,   תקציב ישן   2012 ,   הוצאה בפועל 2011 ,חלק,שם חלק                            ,פרק,שם פרק                            ,פרק משנה,שם פרק משנה                       ,פרק עזר,שם פרק עזר                        ,פרק עזר משנה,שם פרק עזר משנה                   
99211,934,  99211/934/9,1992119349,ציוד תפעולי                     ,10000,10000,111588,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99212,110,  99212/110/9,1992121109,משכורת כוללת                    ,1225000,1315000,906570,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       
99212,124,  99212/124/6,1992121246,החזר הוצאות                     ,89000,60000,67524,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       
99212,126,  99212/126/8,1992121268,הבראה                           ,88000,92000,77679,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       
99212,127,  99212/127/9,1992121279,השתתפות באחזקת רכב-16           ,298000,227000,206036,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       
99212,130,  99212/130/4,1992121304,תשלומים מיוחדים                 ,402000,383000,348184,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       
99212,181,  99212/181/6,1992121816,מיסים וביטוח לאומי              ,272000,233000,216729,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       
99212,182,  99212/182/7,1992121827,קופות גמל והשתלמות              ,223000,243000,179533,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       
99212,461,  99212/461/2,1992124612,צרכי משרד                       ,24000,30000,12796,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       
99212,721,  99212/721/3,1992127213,חמרי ניקוי                      ,55000,95000,11273,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       
99212,722,  99212/722/4,1992127224,ריח לשירותים                    ,40000,40000,38702,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       
99212,723,  99212/723/5,1992127235,חומרים מתכלים לשרותים           ,148000,148000,87363,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       
99212,724,  99212/724/6,1992127246,נייר לניגוב ידיים               ,95000,95000,94861,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       
99212,751,  99212/751/9,1992127519,טיהור אויר וחיטוי               ,15000,30000,12796,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       
99212,752,  99212/752/1,1992127521,העסקת קבלן נקיון                ,3470000,3271000,2606118,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       
