,,,,,,הוצאות,,,,,,,
,1315600922,600922,315,1,סיעות כיתתיות מדעמ ,"-159,100","-242,500","-268,500",,,,,
,1315600924,600924,315,1,מדעים ,"-8,600","-16,900",0,,,,,
,1315600925,600925,315,1,ה.נלוות ח.מיוחד-מוסד מדעי,"-11,400","-51,300","-52,100",,,,,
,1315600927,600927,315,1,מדעים ,"-14,300","-36,000","-47,900",,,,,
,1315600929,600929,315,1, מדעים סל תלמיד ,"-1,400,000","-1,237,800","-1,363,900",,,,,
,1315700220,700220,315,1,אמית תל חוץ ,"-100,000","-110,600","-110,000",,,,,
,1315700920,700920,315,1,נשי מזרחי תיכון אמי ,"-92,400","-27,200","-36,200",,,,,
,1315800220,800220,315,1,קציר תל חוץ ,"-350,000","-203,000","-200,000",,,,,
,1315800920,800920,315,1,מ.החינוך קציר -שכל ,"-19,680,000","-16,817,300","-21,000,000",,,,,
,1315800921,800921,315,1,קציר ,0,0,0,,,,,
,1315800924,800924,315,1,אגרת שכפול ,"-15,300","-32,100","-42,700",,,,,
,1315800925,800925,315,1,קציר ,0,0,0,,,,,
,1315800926,800926,315,1,קציר עולים ,0,0,0,,,,,
,1315800927,800927,315,1,קציר חומרים הורים ,"-56,900","-68,400","-91,000",,,,,
,1315800929,800929,315,1,"קציר חט""ב ","-2,200,000","-1,929,600","-2,143,700",,,,,
,1315900220,900220,315,1,צביה תלמידי חוץ ,"-80,000","-33,800","-43,900",,,,,
,1315900924,900924,315,1,אגרת שכפול ,0,0,0,,,,,
,1315900926,900926,315,1,סל תלמיד עולה אתיופיה ,0,0,0,,,,,
,1315900927,900927,315,1,מ החינוך חומרים ,0,0,0,,,,,
,1315900928,900928,315,1,יהדות-צביה ,0,0,0,,,,,
,1315900929,900929,315,1,חינוך-צביה חטב ,0,0,0,,,,,
,,,"315 סה""כ",,,"-58,380,400","-54,587,800","-66,988,000",,,,,
,1316700920,700920,316,1,אשכולות פייס ,"-150,000","-228,400","-228,900",,,,,
,,,"316 סה""כ",,,"-150,000","-228,400","-228,900",,,,,
,1317100920,100920,317,1,מ החינוך שמירה ביס ,"-282,000","-230,100","-266,200",,,,,
,1317100921,100921,317,1,בית שלמה שמירה ,"-100,000","-93,100","-102,400",,,,,
,1317100922,100922,317,1,אגרת כלי ירי ,0,"-3,000",0,,,,,
,1317100990,100990,317,1,משטרת ישראל שמירה ב ,"-3,600,000","-3,548,000","-4,663,400",,,,,
,1317200440,200440,317,1,מרכזיה פדגוגית ,"-25,000",0,0,,,,,
,1317200920,200920,317,1,"מרפ""ד -משרד החינוך ","-194,000","-79,000","-105,000",,,,,
,1317300440,300440,317,1,הכנסות המכון הפסכול ,"-48,900","-42,700","-43,500",,,,,
,1317300441,300441,317,1,עמותה ילדים בסיכון ,0,0,0,,,,,
,1317300920,300920,317,1,מ.חינוך בשירות פס ,"-3,600,000","-3,347,500","-3,662,100",,,,,
,1317300921,300921,317,1,שפי הדרכה ,"-100,000","-140,300","-140,000",,,,,
,1317300922,300922,317,1,איבחונים שרות פסיכולוגי ,0,"-13,600","-18,000",,,,,
,1317300924,300924,317,1,הכנסות מתוכנית מניעת אובד,0,0,0,,,,,
,1317600490,600490,317,1,הכנסות ,"-25,000","-17,100","-19,000",,,,,
,1317600920,600920,317,1,מ.החינוך-רווחה חינוך ,"-1,000,000","-1,099,200","-1,200,000",,,,,
,1317600922,600922,317,1,תוכנית 360 ילדים ונוער בס,"-567,700","-107,400","-500,000",,,,,
,1317700920,700920,317,1,"מ.החינוך קב""סים ","-721,000","-738,500","-815,400",,,,,
,1317700921,700921,317,1,מניעת נשירה ,"-50,000",0,0,,,,,
,1317800490,800490,317,1,דמי הסעת תלמידים ,0,"-100,500","-54,600",,,,,
,1317800920,800920,317,1,חינוך הסעות ,"-300,000",0,0,,,,,
,1317800921,800921,317,1,הסעות ח.מיוחד ,"-3,000,000","-2,317,200","-2,554,900",,,,,
,1317800922,800922,317,1,הסעות-מלווים ,"-3,000,000","-3,119,500","-3,600,000",,,,,
,1317800923,800923,317,1,הסעות_נט ,"-1,400,000","-860,600","-1,000,000",,,,,
,,,"317 סה""כ",,,"-18,013,600","-15,857,300","-18,744,500",,,,,
,131800640,640,318,1,קמפוס שכד ,0,0,0,,,,,
,,,"318 סה""כ",,,0,0,0,,,,,
,132200990,990,322,1,משרדי ממשלה ,"-1,471,000","-863,100","-385,300",,,,,
,,,"322 סה""כ",,,"-1,471,000","-863,100","-385,300",,,,,
,132700920,920,327,1,מ.החינוך-תרבות תו ,"-130,000","-265,700","-260,000",,,,,
,,,"327 סה""כ",,,"-130,000","-265,700","-260,000",,,,,
,1328200920,200920,328,1,הכנסות מ חינוך ,0,"-135,500","-180,200",,,,,
,1328200990,200990,328,1,הכנסות משרד הבטחון צעירי,0,"-67,400","-29,900",,,,,
,,,"328 סה""כ",,,0,"-202,900","-210,100",,,,,
,1329300640,300640,329,1,שכירות ספורט ,0,0,0,,,,,
,1329300920,300920,329,1,מ. החינוך -ספורט ,0,"-84,300","-112,100",,,,,
,,,"329 סה""כ",,,0,"-84,300","-112,100",,,,,
,133700790,790,337,1,פרויקט סמים ,"-670,000","-556,700","-739,700",,,,,
,,,"337 סה""כ",,,"-670,000","-556,700","-739,700",,,,,
,13411930,1930,341,1,שכר עובדי המחלקה ,"-9,610,000","-7,937,700","-8,000,000",,,,,
,13414930,4930,341,1,"כ""א לחינוך המיוחד ","-143,000","-150,000","-199,500",,,,,
,13416490,6490,341,1,מעמד האישה ,0,"-2,100","-2,800",,,,,
,13416930,6930,341,1,פעולות אירגוניות ,"-7,000",0,0,,,,,
,,,"341 סה""כ",,,"-9,760,000","-8,089,800","-8,202,300",,,,,
,1342201930,201930,342,1,טיפול אלכוהוליסטים ,0,0,0,,,,,
,1342202410,202410,342,1,משפחות במצוקה ,"-4,000","-4,200","-3,900",,,,,
,1342202930,202930,342,1,משפחות במצוקה בקהילה ,"-210,900","-164,700","-225,100",,,,,
,1342205930,205930,342,1,טיפול בדרי רחוב ,0,"-710,600","-700,000",,,,,
,1342206930,206930,342,1,דרי רחוב ,0,"-166,900","-150,000",,,,,
,1342207930,207930,342,1,סיוע למשפחות עם ילדים ,"-205,300","-187,200","-223,600",,,,,
,1342209930,209930,342,1,דרי רחוב רב בעיתי ,0,0,0,,,,,
,1342210930,210930,342,1,סיוע בהוצאות אבל ,0,0,0,,,,,
,1342211930,211930,342,1,סיוע חד פעמי לחימום ,"-9,900",0,0,,,,,
,1342403930,403930,342,1,טיפול באלימות-פרוייקט ,"-188,300","-165,200","-197,800",,,,,
,1342403931,403931,342,1,מרכז טיפול באלימות ,"-163,500","-311,900","-173,400",,,,,
,1342408930,408930,342,1,בית נועם ,0,0,0,,,,,
,1342409930,409930,342,1,תחנות לטיפול במשפחה ,"-39,900","-53,200","-44,300",,,,,
,1342410930,410930,342,1,מס.טיפול לגברים אלימים ,"-35,000",0,0,,,,,
,1342411930,411930,342,1,טיפול במשפחות אומנה ,0,"-66,400",0,,,,,
,,,"342 סה""כ",,,"-856,800","-1,830,300","-1,718,100",,,,,
,1343503410,503410,343,1,טיפול בילד בקהילה ,"-34,000",-600,-800,,,,,
,1343503930,503930,343,1,טיפול בילד בקהילה ,"-1,019,400","-831,000","-921,400",,,,,
,1343504930,504930,343,1,מועדוניות משותפות ,"-394,000","-334,500","-439,300",,,,,
,1343505930,505930,343,1,טיפול בילד בקהילה-פרויקט ,0,0,0,,,,,
,1343507930,507930,343,1,יצירת קשר הורים ,"-53,400","-306,000","-54,300",,,,,
,1343507931,507931,343,1,קשר הורים ילדים ,"-8,000","-14,900","-19,800",,,,,
,1343508930,508930,343,1,טיפול במשפחות אומנה ,"-148,600","-128,500","-170,600",,,,,
,1343509930,509930,343,1,טיפול בפגיעות מיניות ,"-90,000","-74,400","-98,900",,,,,
,1343510930,510930,343,1,בדיקות פסיכולוגיות ,"-33,100","-4,700","-6,200",,,,,
,1343511930,511930,343,1,בדיקות פסיכולוגיות ,0,"-23,600","-3,100",,,,,
,1343513930,513930,343,1,תוכנית לאומית ילד ונוער ,0,"-193,300","-251,700",,,,,
,1343530920,530920,343,1,מועדונית משותפת ,"-699,000","-656,500","-800,000",,,,,
,1343801410,801410,343,1,ילדים בפנימיות ,"-134,000","-185,500","-185,000",,,,,
,1343801930,801930,343,1,אחזקת ילדים בפנימיות ,"-7,832,200","-7,398,200","-8,986,000",,,,,
,1343802930,802930,343,1,עם הפנים לקהילה ,"-354,100","-196,600","-261,500",,,,,
,1343901930,901930,343,1,ילדים במעונות יום ,"-2,835,000","-2,075,200","-2,747,300",,,,,
,,,"343 סה""כ",,,"-13,634,800","-12,423,500","-14,945,900",,,,,
,1344301410,301410,344,1,אחזקת קשישים ,"-930,000","-900,900","-900,000",,,,,
,1344301930,301930,344,1,אחזקת זקנים במוסדות ,"-2,776,000","-2,396,800","-3,187,700",,,,,
,1344302410,302410,344,1,נופשון ,"-10,700","-9,900","-11,900",,,,,
,1344302930,302930,344,1,נופשון לזקנים ,"-29,500","-39,400","-43,500",,,,,
,1344402930,402930,344,1,מועדונים לזקנים ,"-91,400","-79,100","-72,000",,,,,
,1344403410,403410,344,1,טיפול בזקן בקהילה עצמיות ,"-15,000","-15,100","-14,900",,,,,
,1344403930,403930,344,1,טיפול בזקן בקהילה ,"-190,000","-91,800","-122,000",,,,,
,1344405930,405930,344,1,מרכזי ועדות חוק סיעוד ,"-470,000","-406,900","-537,100",,,,,
,1344406930,406930,344,1,טיפול שיניים לזקנים ,"-15,000",0,0,,,,,
,1344407930,407930,344,1,שכונה תומכת ,"-79,800","-70,800","-88,600",,,,,
,1344408930,408930,344,1,השתתפות בפעילות קשישים ,"-49,900","-41,700","-55,400",,,,,
,1344409930,409930,344,1,שכונה תומכת ,"-26,600","-25,000","-33,200",,,,,
,1344410930,410930,344,1,שרותים לניצולי שואה ,"-100,000","-96,000","-76,700",,,,,
,1344413930,413930,344,1,מיגון וציוד ביתי ,"-6,800",0,0,,,,,
,1344414930,414930,344,1,סיוע לניצולי שואה ,"-5,000",0,0,,,,,
,1344441493,441493,344,1,סיוע לניצולי שואה ,0,0,0,,,,,
,1344501410,501410,344,1,מרכז יום לקשיש ,"-50,000","-29,600","-35,800",,,,,
,1344501930,501930,344,1,מסגרות יומיות לזקן ,"-240,000","-118,600","-148,800",,,,,
,,,"344 סה""כ",,,"-5,085,700","-4,321,600","-5,327,600",,,,,
,1345101410,101410,345,1,סידור מפגרים במוסדות ,"-45,400","-55,300","-61,800",,,,,
,1345101930,101930,345,1,סידור מפגרים במוסדות ,"-15,737,000","-12,303,600","-16,363,800",,,,,
,1345102930,102930,345,1,מפגרים במוסד ממשלתי ,"-2,633,400","-2,145,800","-2,786,000",,,,,
,1345103410,103410,345,1,אוטיסטים ,0,0,0,,,,,
,1345103930,103930,345,1,אחזקת אוטיסטים ,"-2,978,800","-2,548,300","-3,369,100",,,,,
,1345104410,104410,345,1,טיפול בהורים וילדיהם ,0,-200,-300,,,,,
,1345104930,104930,345,1,טיפול בהורים ובילדיהם ,"-179,600","-112,300","-147,300",,,,,
,1345105410,105410,345,1,נופשונים וקיטנות ,0,0,0,,,,,
,1345105930,105930,345,1,פעולות קיץ ,"-10,900","-11,300","-15,000",,,,,
,1345106410,106410,345,1,מעונות יום שיקומיים אוטיס,"-4,900","-2,700","-3,500",,,,,
,1345106930,106930,345,1,מעונות יום שיקומיים ,"-375,400","-377,100","-501,500",,,,,
,1345107930,107930,345,1,מועדונים לילדים ,0,"-34,100","-41,400",,,,,
,1345107931,107931,345,1,מועדונ.לילדים ולמוגר ,0,"-28,300","-2,700",,,,,
,1345108410,108410,345,1,מ.יום ותעסוקה לבוגרים אוט,0,0,0,,,,,
,1345108930,108930,345,1,מ.יוםותעסוקה לבוגרים ,"-336,000","-260,700","-324,100",,,,,
,1345110930,110930,345,1,משפחות אומנה למפגר ,"-19,500","-18,900","-19,800",,,,,
,1345111930,111930,345,1,משפחות אומנה ,"-19,000","-11,700","-15,500",,,,,
,1345112930,112930,345,1,הכנסות ,"-31,400","-39,200","-52,100",,,,,
,1345113930,113930,345,1,סביבה תומכת ,"-192,700","-143,600","-168,500",,,,,
,1345201410,201410,345,1,מסגרות יום ארוך-עצמיות ,"-10,000","-40,000","-41,600",,,,,
,1345203410,203410,345,1,מפגרים__במעון טיפולי לימן,"-44,000","-60,000","-58,200",,,,,
,1345203930,203930,345,1,מפגרים במעון טיפולי(לימן(,"-1,290,000","-1,248,300","-1,656,300",,,,,
,1345203931,203931,345,1,מפגרים במעון טיפולי ,"-460,700","-265,300","-348,500",,,,,
,1345204410,204410,345,1,מעש__עצמיות ,"-255,000","-278,700","-278,000",,,,,
,1345204930,204930,345,1,"מעש""ים ","-821,000","-914,200","-937,300",,,,,
,1345205930,205930,345,1,מפגרים במעון אמוני ,"-57,000","-109,300","-50,800",,,,,
,1345301410,301410,345,1,שירותים תומכים למפגר ,"-1,100",-100,-200,,,,,
,1345301930,301930,345,1,שירותים תומכים למפגר ,"-32,400","-1,353,000","-36,000",,,,,
,1345302410,302410,345,1,נופשון ,"-7,400","-10,200","-12,200",,,,,
,1345302930,302930,345,1,נופשונים למפגר ,"-39,100","-71,900","-39,400",,,,,
,1345303930,303930,345,1,מועדונים חברתיים למפגר ,"-67,500","-7,500","-22,200",,,,,
,1345304930,304930,345,1,הסעות למ.יום מפגרים ,"-150,000","-132,200","-159,000",,,,,
,,,"345 סה""כ",,,"-25,799,200","-22,583,800","-27,512,100",,,,,
,1346301930,301930,346,1,שיקום העיוור בקהילה ,"-1,600",0,0,,,,,
,1346303930,303930,346,1,הדרכת עיוור ובני ביתו ,"-86,500","-94,700","-123,800",,,,,
,1346401930,401930,346,1,מפעלי שיקום לעיוור ,"-8,000",0,0,,,,,
,1346402930,402930,346,1,מפעלי תעסוקה ומועדון ,"-245,000","-271,300","-357,800",,,,,
,1346501410,501410,346,1,אחזקת נכים בפנמיות ,0,"-29,000",0,,,,,
,1346501930,501930,346,1,אחזקת נכים בפנמיות ,"-5,811,100","-4,404,000","-5,857,300",,,,,
,1346502410,502410,346,1,נכים במשפחות אומנה ,-700,"-2,900","-2,600",,,,,
,1346502930,502930,346,1,נכים במשפחות אומנה ,"-163,000","-98,000","-115,100",,,,,
,1346503930,503930,346,1,מעונות ממשלתיים שיקום ,"-43,300",0,0,,,,,
,1346601930,601930,346,1,תעסוקה מוגנת למוגבל ,"-290,000","-430,100","-527,400",,,,,
,1346602410,602410,346,1,מסגרות יום לילד מוגבל ,"-7,500",-200,0,,,,,
,1346602930,602930,346,1,מסגרות יום לילד המוגבל ,"-265,600","-195,100","-254,300",,,,,
,1346603930,603930,346,1,מרכזי איבחון ושיקום ,0,"-2,600",0,,,,,
,1346701930,701930,346,1,תוכניות לילד החריג ,"-262,500","-288,000","-382,100",,,,,
,1346702930,702930,346,1,הסעות נכים ,"-22,300","-26,200","-26,600",,,,,
,1346703410,703410,346,1,מעונות יום שיקומי נכים ,"-140,000","-223,500","-223,000",,,,,
,1346703930,703930,346,1,מרכז יום שיקומי לנכים ,"-520,000","-482,200","-605,900",,,,,
,1346705930,705930,346,1,מרכז יום שיקומי לנכים ,"-700,600","-779,300","-1,035,000",,,,,
,1346706930,706930,346,1,תוכנית מעבר לחרשים ,"-41,500","-30,500","-32,400",,,,,
,1346707930,707930,346,1,תעסוקה נתמכת לנכים ,"-110,000","-84,600","-112,500",,,,,
,1346708410,708410,346,1,נופשנים להבראה ,"-1,000","-1,100","-1,500",,,,,
,1346708930,708930,346,1,נופשונים להבראה ,"-6,000","-12,800","-7,800",,,,,
,1346709930,709930,346,1,חלופה מ.יום שיקומי ,"-75,000","-61,100","-81,200",,,,,
,1346711930,711930,346,1,מועדונים לחרשים ,0,"-4,800","-1,700",,,,,
,1346801930,801930,346,1,מרכזי איבחון ושיקום ,"-59,000","-49,400","-63,000",,,,,
,1346802930,802930,346,1,שיקוםנכים בקהילה ,"-20,000","-38,200","-44,300",,,,,
,1346803410,803410,346,1,נכים קשים הקהילה ,0,0,0,,,,,
,1346803930,803930,346,1,נכים קשים בקהילה ,"-148,500","-99,500","-49,400",,,,,
,1346806410,806410,346,1,מועדוניות לעיוור ,0,0,0,,,,,
,1346806930,806930,346,1,מועדונים לעיוור ,"-79,000","-67,700","-80,900",,,,,
,1346807930,807930,346,1,מרכז יום לנכים ,"-84,000","-226,900","-43,000",,,,,
,1346808930,808930,346,1,ילדים עיוורים בקהילה ,"-11,000","-20,000","-10,500",,,,,
,,,"346 סה""כ",,,"-9,202,700","-8,023,700","-10,039,100",,,,,
,1347101930,101930,347,1,טיפול בנוער ובצעירים ,"-210,300","-117,000","-155,600",,,,,
,1347103930,103930,347,1,טיפול בנערות מצוקה ,"-17,700","-13,600","-18,100",,,,,
,1347104930,104930,347,1,מקלטים לנשים מוכות ,"-280,000","-198,000","-222,100",,,,,
,1347106930,106930,347,1,שהות במקלט לנערות ,"-30,000","-8,800","-11,700",,,,,
,1347109930,109930,347,1,הכנסות פרוייקט עדי ,"-199,000","-162,400","-216,000",,,,,
,1347109931,109931,347,1,"פרויקט עד""י ","-150,500","-114,100","-151,700",,,,,
,1347110930,110930,347,1,בתים חמים לנערות ,"-223,000","-178,300","-237,100",,,,,
,1347111930,111930,347,1,מ.נפגעי תקיפה מינית ,"-18,000","-63,300","-84,200",,,,,
,1347112930,112930,347,1,טיפול בנפגעי תקיפה מינית,-800,"-15,400","-20,500",,,,,
,1347201930,201930,347,1,מעונות חסות ,"-112,000",0,0,,,,,
,1347301930,301930,347,1,סמים טיפול בקהילה ,"-236,000","-197,400","-262,500",,,,,
,1347301931,301931,347,1,"מפת""ן ת.כמותי ","-224,400","-291,000","-387,000",,,,,
,1347302930,302930,347,1,בדיקות למשתמשי סמים ,"-22,900","-27,200","-20,900",,,,,
,1347305930,305930,347,1,מעון יום לנוער-סמים ,"-52,400","-27,400",0,,,,,
,1347305931,305931,347,1,מ.יום לנוער סמים ,"-107,600",0,0,,,,,
,1347402930,402930,347,1,מפתן ממשלתי ,"-10,900",0,0,,,,,
,1347403930,403930,347,1,מפתן מקומי-החזקה ,"-102,900","-100,100","-124,600",,,,,
,1347403931,403931,347,1,מפתן מקומי-החזקה-ילדי חוץ,"-187,500","-179,900","-203,700",,,,,
,1347404930,404930,347,1,פעולות משלימות למפתנים ,"-44,600","-17,900","-23,000",,,,,
,1347405930,405930,347,1,סיוע למטופלים ,0,0,0,,,,,
,1347406930,406930,347,1,"מפתן כולל כ""א ",0,0,0,,,,,
,,,"347 סה""כ",,,"-2,230,500","-1,711,800","-2,138,700",,,,,
,1348201930,201930,348,1,פיתוח תכניות קהילתיות ,"-10,000","-11,200","-7,200",,,,,
,1348202930,202930,348,1,עבודות קהילתיות ,"-93,000","-144,000","-171,300",,,,,
,1348205930,205930,348,1,הערכות חירום ,0,0,0,,,,,
,1348301930,301930,348,1,פעולות התנדבות בקהילה ,"-7,300","-14,500","-7,900",,,,,
,1348303930,303930,348,1,יעוץ לאזרח ,"-2,500","-2,900",-500,,,,,
,1348304930,304930,348,1,עמית למשפחה ,"-28,000","-23,200",0,,,,,
,1348500980,500980,348,1,מ.השיכון-תנופה או ,"-550,000","-536,200","-558,800",,,,,
,1348501930,501930,348,1,שיקום שכונות פעולות ,"-29,900","-21,000","-3,700",,,,,
,,,"348 סה""כ",,,"-720,700","-753,000","-749,400",,,,,
,13491930,1930,349,1,מעונות יום-עולים ,"-360,000","-159,500","-212,100",,,,,
,13492930,2930,349,1,נכים בפנמיה -עולים ,"-158,000","-16,300",0,,,,,
,13495930,5930,349,1,טיפול בעיוור-עולים ,"-12,800","-13,700","-14,400",,,,,
,13499930,9930,349,1,"מעשיי""ם-עולים ","-52,900","-457,400","-46,900",,,,,
,134910930,10930,349,1,מפגר בפנימיה ,"-405,000","-365,500","-477,100",,,,,
,134911410,11410,349,1,משפחות עולים במצוקה ,"-1,500",-600,-700,,,,,
,134911930,11930,349,1,משפחות עולים במצוקה ,"-34,300","-33,000","-38,400",,,,,
,134912410,12410,349,1,ילדים בפנימיות עולים ,"-3,300",0,0,,,,,
,134912930,12930,349,1,ילדים בפנימיות עולים ,"-486,000","-902,400","-1,155,900",,,,,
,134913930,13930,349,1,ילדים במצוקה-עולים ,"-76,800","-103,600","-101,500",,,,,
,134914930,14930,349,1,טיפול בזקנים-עולים ,"-93,900","-128,600","-88,600",,,,,
