"הצעת   התקציב   הרגיל   לשנת   2014   בש""ח",,,,,,,,,
סעיף,פרק,ספר,,שם,סוג,אחוז השינוי מול 2013,הצעה,,
751,826200,1,,אחזקה גלריית החווה,גמיש,0.00%,"10,000","10,000","10,000.00"
752,826200,1,,נקיון בקבלנות     ,קשיח,10.57%,"13,600","12,300","11,706.00"
756,826200,1,,שמירה בקבלנות,קשיח,6.44%,"47,900","45,000","35,161.82"
763,826200,1,,עובדי חברת מוסדות ,קשיח,0.00%,0,0,
780,826200,1,,אירוע פתיחת עונה,גמיש,0.00%,"150,000","150,000","138,366.00"
781,826200,1,,טכס יקיר חולון    ,גמיש,0.00%,"75,000","75,000","74,784.00"
783,826200,1,,שוק האיכרים,גמיש,0.00%,0,0,"91,350.00"
784,826200,1,,ספר קומיקס,גמיש,0.00%,"45,000","45,000","25,388.00"
786,826200,1,,פעולות גלריית המשכן,גמיש,0.00%,"54,000","54,000","54,011.55"
787,826200,1,,תערוכת מולה עשת,גמיש,0.00%,"50,000","50,000","50,000.00"
791,826200,1,,תע' חוצות שד' דב הוז,גמיש,0.00%,"118,000","118,000","106,580.00"
792,826200,1,,פעולות גלריית חנקין,גמיש,0.00%,"15,000","15,000","2,021.00"
793,826200,1,,פעולות גלריית התיאטרון,גמיש,0.00%,"5,000","5,000","3,532.00"
796,826200,1,,פעולות גלריית החווה,גמיש,0.00%,"60,000","60,000","15,192.83"
826200  סך הכל ,,,,אומנויות ותערוכות  ,,-1.83%,"988,500","1,006,900","948,313.41"
0,826300,1,,מוזיאון הילדים, ,,                ,                ,
437,826300,1,,אחזקת אזעקה       ,קשיח,0.00%,0,0,
441,826300,1,,ביטוח             ,קשיח,0.00%,"40,500","40,500","36,450.00"
870,826300,1,,הקצבה לפעולות     ,גמיש,-7.48%,"2,795,000","3,020,900","3,020,900.00"
872,826300,1,,בגובה העיניים,גמיש,-5.00%,"712,500","750,000","750,000.00"
873,826300,1,,ארועים - חדש,גמיש,-5.00%,"95,000","100,000","88,983.00"
874,826300,1,,שכר דירה,קשיח,0.00%,"40,000","40,000","40,000.00"
876,826300,1,,השתתפות הזמנה לשקט,גמיש,-5.00%,"285,000","300,000","300,000.00"
877,826300,1,,השת' עד מאה ועשרים,גמיש,-5.00%,"285,000","300,000","300,000.00"
879,826300,1,,ביטוח-כנגד הכנסות,קשיח,0.00%,"40,500","40,500","36,450.00"
931,826300,1,,אחזקת ינשולים,גמיש,0.00%,0,0,
826300  סך הכל ,,,,מוזיאון הילדים,,-6.50%,"4,293,500","4,591,900","4,572,783.00"
0,826400,1,,"מתנ""ס ע""ש שטיינברג", ,,                ,                ,
441,826400,1,,ביטוח             ,קשיח,0.00%,"13,500","13,500","12,150.00"
870,826400,1,,השתתפויות         ,גמיש,-5.00%,"1,282,500","1,350,000","1,000,000.00"
871,826400,1,,מופעים לצעירים 21+,גמיש,0.00%,0,0,"1,085,960.00"
875,826400,1,,מנהל מוסיקלי,גמיש,0.00%,"300,000","300,000","300,000.00"
876,826400,1,,מסך הכסף,גמיש,-100.00%,0,"400,000","400,000.00"
877,826400,1,,חשמל              ,קשיח,0.00%,"200,000","200,000","214,171.69"
879,826400,1,,ביטוח-כנגד הכנסות,קשיח,0.00%,"13,500","13,500","12,150.00"
826400  סך הכל ,,,,"מתנ""ס ע""ש שטיינברג",,-20.53%,"1,809,500","2,277,000","3,024,431.69"
0,826500,1,,המחלקה לאירועים   , ,,                ,                ,
110,826500,1,,השכר הקובע-תקציבית,שכר,-0.68%,"440,700","443,700","418,020.42"
119,826500,1,,השכר הקובע-צוברת  ,שכר,30.91%,"80,900","61,800","58,079.78"
122,826500,1,,ביגוד             ,שכר,0.93%,"10,800","10,700","8,565.60"
126,826500,1,,דמי הבראה         ,שכר,0.56%,"18,100","18,000","14,231.70"
130,826500,1,,שעות נוספות       ,שכר,-9.46%,"57,400","63,400","57,293.60"
140,826500,1,,השתתפות באחזקת רכב,שכר,-7.00%,"57,100","61,400","57,872.00"
210,826500,1,,השכר הקובע        ,שכר,0.00%,"20,000","20,000","13,487.68"
423,826500,1,,תחזוקת מבנה       ,קשיח,0.00%,0,0,
471,826500,1,,מכשירי כתיבה      ,גמיש,0.00%,"3,000","3,000",505.2
511,826500,1,,אירוח וכיבוד      ,גמיש,0.00%,0,0,
550,826500,1,,פירסומים          ,גמיש,0.00%,0,0,
561,826500,1,,שיכפולים          ,גמיש,-100.00%,0,"1,000",0
571,826500,1,,"מיכון וענ""א       ",קשיח,-10.92%,"20,400","22,900","22,900.00"
710,826500,1,,הובלות והסעות     ,גמיש,0.00%,0,0,
723,826500,1,,חמרים אביזרי קישוט,גמיש,0.00%,0,0,
780,826500,1,,"אירועים מתנ""סים-הכ",גמיש,0.00%,0,0,
781,826500,1,,אומנים            ,גמיש,0.00%,0,0,
782,826500,1,,הפקת ארועים       ,גמיש,1.89%,"2,690,000","2,640,000","2,486,508.41"
783,826500,1,,"יום חולון לבי""ס   ",גמיש,0.00%,0,0,
784,826500,1,,פרס קוגל  ואיילון,גמיש,31.25%,"63,000","48,000","48,944.00"
788,826500,1,,עדלאידע במוזיאון העיצוב,גמיש,0.00%,"100,000","100,000",0
794,826500,1,,השתתפות בעזר 094  ,קשיח,2.30%,"8,900","8,700","8,429.00"
826500  סך הכל ,,,,המחלקה לאירועים   ,,1.93%,"3,570,300","3,502,600","3,194,837.39"
0,826700,1,,מרכז  סירקין, ,,                ,                ,
780,826700,1,,הוצאות (כנגד הכנסות),גמיש,0.00%,"100,000","100,000","70,000.00"
870,826700,1,,הפעלת סירקין,גמיש,-15.00%,"1,603,400","1,886,400","1,886,400.00"
871,826700,1,,פסטיבל בובות      ,גמיש,-15.00%,"552,500","650,000","650,000.00"
872,826700,1,,"בי""ס לבובות",גמיש,-15.00%,"170,000","200,000","200,000.00"
874,826700,1,,פסטיבל קוסמים,גמיש,-15.00%,"76,500","90,000","90,000.00"
875,826700,1,,קורס אומנות הקרנבל,גמיש,0.00%,"57,000","57,000","57,000.00"
826700  סך הכל ,,,,מרכז סירקין,,-14.21%,"2,559,400","2,983,400","2,953,400.00"
0,826800,1,,מוזיאון העיצוב, ,,                ,                ,
441,826800,1,,ביטוח,קשיח,0.00%,"45,000","45,000","45,000.00"
870,826800,1,,הפעלת מוז' העיצוב,גמיש,-14.29%,"6,000,000","7,000,000","7,200,000.00"
879,826800,1,,ביטוח כנגד הכנסות,קשיח,0.00%,"45,000","45,000","45,000.00"
826800  סך הכל ,,,,מוזיאון העיצוב,,-14.10%,"6,090,000","7,090,000","7,290,000.00"
0,828100,1,,מחלקת נוער, ,,                ,                ,
110,828100,1,,השכר הקובע-תקציבית,שכר,2.90%,"70,900","68,900","65,637.87"
118,828100,1,,"מורות הכנה לצה""ל",שכר,-100.00%,0,"39,800","15,993.22"
119,828100,1,,השכר הקובע-צוברת  ,שכר,10.52%,"1,466,500","1,326,900","649,348.11"
122,828100,1,,ביגוד             ,שכר,69.62%,"13,400","7,900","8,369.05"
126,828100,1,,דמי הבראה         ,שכר,54.17%,"29,600","19,200","18,796.20"
130,828100,1,,שעות נוספות       ,שכר,50.75%,"30,000","19,900","19,171.10"
140,828100,1,,השתתפות באחזקת רכב,שכר,29.16%,"137,300","106,300","122,088.05"
210,828100,1,,השכר הקובע        ,שכר,2.04%,"20,000","19,600","56,888.80"
263,828100,1,,עובדי חברת מוסדות ,שכר,-100.00%,0,"134,400","184,645.00"
420,828100,1,,כיבוי אש          ,גמיש,-100.00%,0,"12,000","9,795.00"
431,828100,1,,חשמל              ,קשיח,4.19%,"87,000","83,500","87,678.56"
432,828100,1,,מים               ,קשיח,-68.55%,"10,000","31,800","1,933.20"
434,828100,1,,חיטוי והדברה      ,גמיש,0.00%,0,0,200
437,828100,1,,אחזקת אזעקה       ,קשיח,16.67%,"14,000","12,000","11,335.06"
450,828100,1,,ריהוט ואחזקתו     ,גמיש,-20.00%,"2,800","3,500",0
471,828100,1,,מכשירי כתיבה      ,גמיש,0.00%,"1,200","1,200",739.23
511,828100,1,,אירוח וכיבוד      ,גמיש,0.00%,0,0,51
522,828100,1,,ספרים ועיתונים    ,גמיש,-23.08%,"1,000","1,300",0
540,828100,1,,הוצאות טלפון      ,קשיח,0.00%,"50,000","50,000","20,293.08"
544,828100,1,,הוצאות דאר        ,קשיח,0.00%,"20,600","20,600","10,157.29"
562,828100,1,,הדפסות            ,גמיש,0.00%,0,0,"4,613.06"
571,828100,1,,"מיכון וענ""א       ",קשיח,-10.82%,"30,500","34,200","34,200.00"
710,828100,1,,הובלות והסעות     ,גמיש,-20.00%,"4,400","5,500",350
742,828100,1,,כלים וציוד        ,גמיש,0.00%,"11,600","11,600","9,264.09"
750,828100,1,,אחזקת מוסדות,קשיח,25.19%,"265,400","212,000","181,026.00"
752,828100,1,,נקיון מרכז הדרכה  ,קשיח,-33.01%,"28,000","41,800","24,958.14"
780,828100,1,,מרכז נוער עולה,גמיש,3.66%,"255,000","246,000","238,990.54"
781,828100,1,,פרוייקטים + קיץ,גמיש,-83.91%,"197,300","1,226,300","736,756.45"
782,828100,1,,התנדבות בקהילה,גמיש,-100.00%,0,"91,500","87,315.00"
783,828100,1,,תנועות נוער-ארועים עירוניים,גמיש,-36.79%,"103,100","163,100","191,084.55"
784,828100,1,,מנהיגות וקשרי חוץ,גמיש,-82.29%,"31,000","175,000","452,027.87"
785,828100,1,,תחום מניעה,גמיש,-44.50%,"87,300","157,300","312,269.08"
786,828100,1,,ארועים,גמיש,-20.00%,"440,000","550,000","548,064.50"
787,828100,1,,תחום נוער,גמיש,-100.00%,0,"390,000","121,799.00"
788,828100,1,,"נוע""ם + צוותא בשכונות",גמיש,-100.00%,0,"240,000","6,700.00"
789,828100,1,,מרכז הדרכה,גמיש,-44.44%,"25,000","45,000","248,684.78"
790,828100,1,,"פעולות מהכנסות משה""ח    ",גמיש,0.00%,"200,000","200,000","14,733.00"
794,828100,1,,השתתפות בעזר 094  ,קשיח,3.06%,"10,100","9,800","9,515.00"
810,828100,1,,השתתפות בתנועות הנוער      ,גמיש,0.00%,"225,000","225,000","200,000.00"
811,828100,1,,השתתפות בשכר רכזים,גמיש,0.00%,"336,000","336,000","204,000.00"
980,828100,1,,פעולות מרכז שואה  ,גמיש,-100.00%,0,"120,000","91,529.27"
981,828100,1,,שבוע רוסיה,גמיש,-20.00%,"160,000","200,000",0
982,828100,1,,ארועי צעירים,גמיש,-26.09%,"850,000","1,150,000","114,902.38"
985,828100,1,,היפ הופ,גמיש,-100.00%,0,"150,000","150,000.00"
987,828100,1,,מרכז ייעוץ לנוער  ,גמיש,-18.02%,"332,000","405,000","282,087.00"
988,828100,1,,"הכנה לצה""ל",גמיש,-100.00%,0,"400,000","386,172.00"
989,828100,1,,שבוע הנוער,גמיש,0.00%,0,0,"129,716.52"
828100  סך הכל ,,,,מחלקת נוער        ,,-36.57%,"5,546,000","8,743,900","6,063,878.05"
0,828120,1,,קידום נוער        , ,,                ,                ,
110,828120,1,,השכר הקובע-תקציבית,שכר,6.38%,"699,100","657,200","620,095.61"
119,828120,1,,השכר הקובע-צוברת  ,שכר,9.62%,"1,020,600","931,000","875,349.95"
122,828120,1,,ביגוד             ,שכר,16.75%,"23,000","19,700","15,810.90"
126,828120,1,,דמי הבראה         ,שכר,19.72%,"67,400","56,300","44,694.70"
130,828120,1,,שעות נוספות       ,שכר,81.82%,"10,000","5,500","5,098.10"
140,828120,1,,השתתפות באחזקת רכב,שכר,-12.15%,"188,000","214,000","187,138.80"
420,828120,1,,כיבוי אש          ,גמיש,-20.00%,800,"1,000",0
571,828120,1,,"מיכון וענ""א       ",גמיש,-10.86%,"50,900","57,100","57,100.00"
750,828120,1,,אחזקת מוסדות,קשיח,2.80%,"25,700","25,000","18,107.00"
752,828120,1,,נקיון בקבלנות     ,קשיח,14.39%,"30,200","26,400","26,063.00"
780,828120,1,,פעולות קידום נוער ,גמיש,0.00%,"52,600","52,600","38,860.71"
828120  סך הכל ,,,,קידום נוער        ,,5.99%,"2,168,300","2,045,800","1,888,318.77"
0,828200,1,,רשת קהילה ופנאי , ,,                ,                ,
441,828200,1,,ביטוח             ,קשיח,0.00%,"35,300","35,300","32,911.20"
780,828200,1,,"פרוייקט למידה ת""ג",גמיש,0.00%,"60,000","60,000","60,000.00"
781,828200,1,,אחזקת גני-ילדים,גמיש,0.00%,"50,000","50,000","50,000.00"
782,828200,1,,רכזת ספורט,גמיש,0.00%,"70,000","70,000","70,000.00"
783,828200,1,,תחום נוער,קשיח,0.00%,"487,000",0,
784,828200,1,,פרויקטים + קיץ,קשיח,0.00%,"661,600",0,
785,828200,1,,תנועות נוער       ,קשיח,0.00%,"60,000",0,
786,828200,1,,היפ הופ,קשיח,0.00%,"120,000",0,
787,828200,1,,מנהיגות וקשרי חוץ,קשיח,0.00%,"147,200",0,
788,828200,1,,פעולות - יוזמות,קשיח,0.00%,"105,700",0,
789,828200,1,,תחום מניעה,קשיח,0.00%,"42,000",0,
800,828200,1,,השת' תמיכות תרומות, ,,,,0
810,828200,1,,"השתתפות ברשת קו""פ ",קשיח,0.00%,"3,044,000","3,044,000","3,024,040.49"
811,828200,1,,מרכז לתינוקות-תיאטרון חולון,קשיח,0.00%,0,0,"50,000.00"
812,828200,1,,למידה לזרוס,גמיש,0.00%,"88,000","88,000","88,000.00"
813,828200,1,,השתתפות בקייטנות  ,גמיש,-10.00%,"79,200","88,000","88,000.00"
814,828200,1,,קורס אומנות הקרנבל,גמיש,0.00%,"143,000","143,000","143,000.00"
815,828200,1,,"שברולט,שטרודל,אריות",גמיש,-5.00%,"1,781,200","1,875,000","1,875,000.00"
816,828200,1,,רכזת מורשת,גמיש,-10.00%,"113,400","126,000","126,000.00"
817,828200,1,,מועדון נכים-לזרוס ,גמיש,0.00%,"20,000","20,000","20,000.00"
818,828200,1,,חוסמסה-רכז+ארכיבאי,גמיש,-9.97%,"209,500","232,700","232,700.00"
819,828200,1,,ספר חולון,גמיש,0.00%,"27,000","27,000","4,680.00"
820,828200,1,,המוזיאון העירוני,גמיש,0.00%,"273,000","273,000","272,500.00"
821,828200,1,,מועדון עולי בוכרה,גמיש,-25.00%,"30,000","40,000","40,000.00"
822,828200,1,,מרכז  פסגות,גמיש,-60.00%,"200,000","500,000","500,000.00"
824,828200,1,,גוונים ניצנים,גמיש,0.00%,"300,000","300,000","50,000.00"
825,828200,1,,"מתנ""ס חדש - ת""ג",גמיש,-20.00%,"400,000","500,000","500,000.00"
826,828200,1,,לא פעיל,גמיש,0.00%,0,0,
832,828200,1,,מים               ,גמיש,0.00%,"200,000","200,000","224,706.00"
874,828200,1,,דמי שכירות,קשיח,0.00%,"249,000","249,000","249,000.00"
879,828200,1,,ביטוח-כנגד הכנסות,קשיח,0.00%,"35,300","35,300","32,911.00"
981,828200,1,,התנדבות בקהילה,קשיח,0.00%,"125,000",0,
982,828200,1,,"נוע""ם ח'",קשיח,0.00%,"240,000",0,
983,828200,1,,מרכז הדרכה - הכשרות,קשיח,0.00%,"20,000",0,
828200  סך הכל ,,,,רשת קהילה ופנאי ,,18.35%,"9,416,400","7,956,300","7,733,448.69"
0,828240,1,,המרכז הבין תחומי  , ,,                ,                ,
263,828240,1,,עובדי חברת מוסדות ,שכר,0.00%,"149,400",0,0
441,828240,1,,ביטוח             ,קשיח,0.00%,"4,400","4,400","3,960.00"
871,828240,1,,מרכז וידאו ארט    ,גמיש,-11.56%,"1,530,000","1,730,000","1,774,000.00"
872,828240,1,,פאבלאב,גמיש,0.00%,0,0,"499,187.00"
873,828240,1,,ג'סי כהן,גמיש,-100.00%,0,"200,000",0
879,828240,1,,ביטוח-כנגד הכנסות,קשיח,0.00%,"4,400","4,400","3,960.00"
828240  סך הכל ,,,,המרכז הבין תחומי  ,,-12.93%,"1,688,200","1,938,800","2,281,107.00"
0,829100,1,,מינהל הספורט      , ,,                ,                ,
441,829100,1,,ביטוח מחלקת הספורט       ,קשיח,0.00%,"43,900","43,900","43,900.00"
810,829100,1,,"מועדון ספורט בי""ס",קשיח,-7.22%,"360,000","388,000","358,560.00"
811,829100,1,,"משה""ח - זוזו",גמיש,-100.00%,0,"160,000",0
812,829100,1,,"אליפות בינ""ל",גמיש,0.00%,"300,000","300,000","300,000.00"
813,829100,1,,תיפעול המחלקה,גמיש,0.00%,"734,000","734,000","734,006.04"
814,829100,1,,השת' אולם ספורט שמיר,גמיש,0.00%,"106,300","124,950",0
820,829100,1,,מרכזי מצוינות,קשיח,0.00%,"280,000","280,000","280,000.00"
821,829100,1,,השתתפות אולם הפועל,גמיש,-100.00%,0,"170,000",0
822,829100,1,,ליגת הכוכבים,גמיש,0.00%,"165,000","165,000",0
824,829100,1,,השתתפות אולם מכבי ,גמיש,-100.00%,0,"493,000","640,114.00"
870,829100,1,,"חוגי ספורט בי""ס",גמיש,0.00%,"80,000","80,000","37,068.00"
871,829100,1,,תחזוקת מגרש אורט,גמיש,0.00%,"60,000",0,0
873,829100,1,,פרוייקטים,גמיש,-51.95%,"370,000","770,000","770,000.00"
874,829100,1,,"תיגבור חט""ב ק""ש (מאגוד')",גמיש,0.00%,"46,000","46,000","46,000.00"
879,829100,1,,ביטוח - כנגד הכנסות,קשיח,-0.11%,"43,900","43,950","43,900.00"
920,829100,1,,פעולות כנגד הכנסות,גמיש,0.00%,"300,000","300,000","141,775.00"
829100  סך הכל ,,,,מינהל הספורט      ,,-29.51%,"2,889,100","4,098,800","3,395,323.04"
0,829200,1,,מתקני ספורט       , ,,                ,                ,
110,829200,1,,השכר הקובע-תקציבית,שכר,0.00%,0,0,-42.8
140,829200,1,,השתתפות באחזקת רכב,שכר,0.00%,0,0,-349.25
810,829200,1,,השתתפות בתק' הפעלה,גמיש,-15.00%,"1,161,100","1,366,000","1,366,000.00"
829200  סך הכל ,,,,מתקני ספורט       ,,-15.00%,"1,161,100","1,366,000","1,365,607.95"
0,829400,1,,הבריכה הלימודית   , ,,                ,                ,
410,829400,1,,דמי זכיון         ,קשיח,0.00%,"150,000","150,000","50,000.00"
810,829400,1,,השתתפות בחוגי שחיה,קשיח,0.00%,"36,000","36,000","6,865.00"
829400  סך הכל ,,,,הבריכה הלימודית   ,,0.00%,"186,000","186,000","56,865.00"
0,829500,1,,מרכז פיס - ברקת   , ,,                ,                ,
810,829500,1,,השתת' בתקציב הפעלה,גמיש,-15.00%,"28,900","34,000","34,000.00"
829500  סך הכל ,,,,מרכז פיס - ברקת   ,,-15.00%,"28,900","34,000","34,000.00"
0,829600,1,,מרכז פיס קרית שרת , ,,                ,                ,
810,829600,1,,השתתפות בתק' הפעלה,גמיש,-15.01%,"178,300","209,800","209,800.00"
