,,,,ה צ ע ת  התקציב הרגיל לשנת: 2015,תקציב,אומדן,תקציב,תקציב,ביצוע
שרותים קהילתיים,84 ,781 ,848700 ,ועדת רווחה - פעילות בקהילה,60,60,60,60,48
שרותים קהילתיים,84 ,782 ,848700 ,הוצאות לפעולות - עבודה קהילתית - עירוני,160,0,0,0,0
,,,8487.,"סה""כ - שרותים קהילתיים:","1,323","1,065",999,999,908
,,,849.,שרותים לעולים,,,,,
שרותים לעולים,84 ,840 ,849100 ,טיפול במשפחות עולים,110,110,110,110,102
שרותים לעולים,84 ,840 ,849300 ,טיפול בילדים עולים,815,815,"1,385","1,385","1,050"
שרותים לעולים,84 ,840 ,849400 ,עזרה לזקנים עולים,50,50,50,50,328
,,,849.,"סה""כ - שרותים לעולים:",975,975,"1,545","1,545","1,480"
,,,84.,"סה""כ שרותי חברה וקהילה:",0,0,0,0,0
,,,85.,שרותי דת,,,,,
,,,851.,מועצה דתית,,,,,
מועצה דתית,7 ,810 ,851000 ,השתתפות בתקציב המועצה הדתית,"4,765","4,765","4,765","4,700","4,700"
,,,851.,"סה""כ - מועצה דתית:","4,765","4,765","4,765","4,700","4,700"
,,,856.,תמיכות לכוללים ולמוסדות תורניים,,,,,
תמיכות לכוללים ולמוסדות תורניים,7 ,820 ,856000 ,תמיכה לכוללים ומוסדות תורניים,"1,420","1,620","1,620","1,620","1,463"
,,,856.,"סה""כ - תמיכות לכוללים ולמוסדות תורניים (שיעורי תורה בת. תורנית פרק 827):","1,420","1,620","1,620","1,620","1,463"
,,,85.,"סה""כ - שרותי דת:",0,0,0,0,0
,,,86.,קליטת עלייה,,,,,
,,,861.,"קליטה בחינוך, אולפנים וכיתות קלט",,,,,
אולפנים וכיתות קלט,81 ,100 ,861000 ,משכורות כוללות,81,81,81,81,57
אולפנים וכיתות קלט,81 ,780 ,861000 ,הוצאות אחרות - אולפנים (יד התשעה),46,46,46,46,45
אולפנים וכיתות קלט,81 ,862 ,861000 ,(סיוע לתלמידים עולים (סל קליטה לתלמיד,40,40,40,40,38
,,,861.,"סה""כ - הוצאות לקליטה בחינוך:",167,167,167,167,140
,,,869.,שרותי קליטה - כללי,,,,,
שרותי קליטה - כללי,2 ,410 ,869000 ,שכר דירה,50,45,48,48,43
שרותי קליטה - כללי,81 ,540 ,869000 ,טלפון ישיר,5,5,5,5,5
שרותי קליטה - כללי,5 ,750 ,869000 ,"נקיון בקבלנות - מחסן מליב""י ומועדון לעולה",27,26,29,29,23
שרותי קליטה - כללי,81 ,780 ,869000 ,הוצאות כלליות לפעולות,39,62,62,62,54
שרותי קליטה - כללי,81 ,781 ,869000 ,הוצאות לפרוייקטים במימון מ. הקליטה,103,103,103,103,55
שרותי קליטה - כללי,81 ,782 ,869000 ,"קתדרה עממית לעולה (באמצעות מתנ""ס בית פוסטר) ",15,15,15,15,15
,,,869.,"סה""כ - שרותי קליטה - כללי:",239,256,262,262,195
,,,86.,"סה""כ - קליטת עלייה:",0,0,0,0,0
,,,879.,איכות הסביבה,,,,,
איכות הסביבה,3 ,100 ,879000 ,משכורות כוללות (כולל פקח - סייר סביבתי),"1,070",990,"1,000","1,000","1,036"
איכות הסביבה,2 ,410 ,879000 ,שכר דירה,0,25,25,50,43
איכות הסביבה,3 ,470 ,879000 ,ציוד משרדי שוטף,7,2,2,7,7
איכות הסביבה,3 ,540 ,879000 ,טלפון ישיר,10,9,10,10,11
איכות הסביבה,12 ,550 ,879000 ,"פרסומים, דפוס, הסברה וחינוך",178,178,178,178,153
איכות הסביבה,5 ,730 ,879000 ,אחזקת רכב עירוני - תיפעולי (2),130,100,35,35,69
איכות הסביבה,3 ,750 ,879000 ,ניטור יתושים,125,114,114,114,103
איכות הסביבה,3 ,780 ,879000 ,הוצאות לפעולות ושונות ,390,390,390,410,374
איכות הסביבה,3 ,782 ,879000 ,פינוי פסולת בנין משטחים פתוחים,92,92,92,92,45
איכות הסביבה,3 ,820 ,879000 ,תמיכה למוסדות בתחום איכות הסביבה,20,0,0,0,0
איכות הסביבה,3 ,930 ,879000 ,רכישת ציוד יסודי,7,12,12,7,2
,,,87.,"סה""כ - איכות הסביבה:","2,029","1,912","1,858","1,903","1,842"
,,,8.,"סה""כ - שרותים ממלכתיים:",0,0,0,0,0
,,,9.,"מפעלים, נכסים ותשלומים בלתי רגילים",,,,,
,,,91.,מים,,,,,
,,,9132.,תיפעול מערכת הפקת מים,,,,,
אחזקת מערכת הפקת מים,4 ,100 ,913200 ,"משכורות כוללות (בגין עובדים ""מושאלים"" לתאגיד המים והביוב)","2,250","2,170","2,170","2,170","2,116"
,,,9132.,"סה""כ - תיפעול מערכת הפקת מים:","2,250","2,170","2,170","2,170","2,116"
,,,91.,"סה""כ - מים:",0,0,0,0,0
,,,93.,"נכסים, תחזוקה, לוגיסטיקה ומחסנים",,,,,
,,,933.,נכסים,,,,,
נכסים,2 ,100 ,933000 ,שכר מח'  נכסים וביטוחים,965,930,930,"1,080",924
נכסים,5 ,420 ,933000 ,תיקונים ושיפוצים - כללי ,170,170,170,160,154
נכסים,2 ,421 ,933000 ,תיקונים ושיפוצים - נכסים עירוניים ,235,235,235,235,212
נכסים,2 ,427 ,933000 ,"שכ""ד, ועד בית ודמי ניהול - נכסים עירוניים ",200,100,100,100,85
נכסים,2 ,429 ,933000 ,דמי שימוש במקרקעין (הר עפר במרינה),160,155,155,155,148
נכסים,7 ,432 ,933000 ,הוצאות צריכת מים ואגרת ביוב - כללי,450,430,400,400,430
נכסים,2 ,540 ,933000 ,טלפון ישיר ,2,1,4,4,1
נכסים,10 ,570 ,933000 ,הוצאות מיכון,21,21,21,21,15
נכסים,2 ,571 ,933000 ,ניהול מידע מקרקעין ונכסים  (1),380,390,390,240,231
נכסים,5 ,782 ,933000 ,פריסה וקיפול הצללות - כללי,250,250,250,250,23
נכסים,2 ,780 ,933000 ,שמאויות והוצאות שונות (עד שנת 2014 בסעיף 980),460,0,0,0,0
נכסים,2 ,781 ,933000 ,שרותי חניה נוספים בחניון לב-העיר  (עד שנת 2014 בסעיף 981),280,0,0,0,0
נכסים,2 ,980 ,933000 ,שמאויות והוצאות שונות (ב- 2015 עבר לסעיף 780),0,460,460,460,225
נכסים,2 ,981 ,933000 ,שרותי חניה נוספים בחניון לב-העיר (ב- 2015 עבר לסעיף 781),0,275,285,285,247
,,,933.,"סה""כ - נכסים:","3,573","3,417","3,400","3,390","2,696"
,,,9381.,שרותים לכלל משרדי העירייה (להוציא חינוך ורווחה),,,,,
שרותים לכלל משרדי העירייה,5 ,420 ,938100 ,תיקונים ואחזקה - משרדי העירייה (מ- 2014 כולל סעיף 9384/420),435,435,435,400,279
שרותים לכלל משרדי העירייה,7 ,430 ,938100 ,מאור וחשמל - כללי  ,500,450,626,630,398
שרותים לכלל משרדי העירייה,5 ,433 ,938100 ,חומרי ניקוי - כללי,210,210,210,182,173
שרותים לכלל משרדי העירייה,5 ,511 ,938100 ,הוצאות שתייה וכיבוד - כללי ,275,275,275,245,229
שרותים לכלל משרדי העירייה,7 ,540 ,938100 ,דואר וטלפון - כלל משרדי העירייה (אחזקת מערכת טלפונים ב- 542),900,"1,010",800,800,"1,001"
שרותים לכלל משרדי העירייה,7 ,541 ,938100 ,מערכת תקשורת 'מירס',430,430,430,430,969
שרותים לכלל משרדי העירייה,1 ,542 ,938100 ,תחזוקת מערכת טלפונים - כלל משרדי העירייה ,210,100,150,150,72
שרותים לכלל משרדי העירייה,12 ,550 ,938100 ,"פרסום בעתונות ""השבוע שלך"" ",300,300,300,300,290
שרותים לכלל משרדי העירייה,5 ,747 ,938100 ,אחזקת ציוד ,25,25,25,25,15
שרותים לכלל משרדי העירייה,5 ,748 ,938100 ,אחזקת מזגנים לכלל משרדי העירייה,180,170,150,170,147
שרותים לכלל משרדי העירייה,5 ,750 ,938100 ,נקיון משרדים בקבלנות - כללי,380,330,380,380,284
שרותים לכלל משרדי העירייה,5 ,751 ,938100 ,עבודות קבלניות - כללי,450,500,500,500,435
שרותים לכלל משרדי העירייה,5 ,780 ,938100 ,מערכת לניהול צי רכב,40,40,64,64,40
שרותים לכלל משרדי העירייה,5 ,781 ,938100 ,בטיחות מוסדות עירייה,170,168,168,168,119
שרותים לכלל משרדי העירייה,5 ,930 ,938100 ,חידוש צי רכב,500,"1,370","1,370",700,643
,,,9381.,"סה""כ - שרותים לכלל משרדי העירייה:","5,005","5,813","5,883","5,144","5,095"
,,,9382.,יחידת הדפוס העירוני,,,,,
יח' הדפוס העירוני,12 ,100 ,938200 ,משכורות כוללות,240,230,236,236,226
יח' הדפוס העירוני,84 ,101 ,938200 ,"העסקת תלמידי בי""ס מפת""ן ארז (2)",0,0,25,25,0
יח' הדפוס העירוני,12 ,479 ,938200 ,טפסים ונייר,25,25,25,25,17
יח' הדפוס העירוני,12 ,540 ,938200 ,טלפון ישיר,2,1,2,2,1
יח' הדפוס העירוני,12 ,742 ,938200 ,אחזקת מכונת צילום,30,30,30,30,18
יח' הדפוס העירוני,12 ,747 ,938200 ,תיקונים ואחזקה - ציוד דפוס ושכפול,20,20,20,20,13
יח' הדפוס העירוני,12 ,930 ,938200 ,רכישת ציוד יסודי ,25,25,25,25,25
,,,9382.,"סה""כ - יחידת הדפוס העירוני:",342,331,363,363,300
,,,9383.,יחידת התחזוקה,,,,,
יחידת התחזוקה,5 ,100 ,938300 ,"סה""כ משכורות  (מתחלק עם סעיף 81796/100)",932,900,900,925,824
יחידת התחזוקה,5 ,730 ,938300 ,אחזקת רכבים - תיפעולי (5),120,115,120,120,129
יחידת התחזוקה,5 ,740 ,938300 ,כלים וציוד,13,13,13,13,12
יחידת התחזוקה,5 ,755 ,938300 ,"העסקת כ""א באמצעות חב' השמה לצרכי תחזוקה ",570,330,333,250,351
יחידת התחזוקה,5 ,930 ,938300 ,ציוד חירום לארועים,50,100,100,100,80
,,,9383.,"סה""כ - יחידת התחזוקה:","1,685","1,458","1,466","1,408","1,396"
,,,9384.,"מינהלת אגף תחזוקה, בטחון ולוגיסטיקה",,,,,
"מינהלת את""ל",5 ,100 ,938400 ,"משכורות כוללות - מנהלת אגף תב""ל","2,393","2,313","2,313","2,410","2,249"
"מינהלת את""ל",5 ,101 ,938400 ,משכורות כוללות - מח. רכב ,667,645,645,595,605
"מינהלת את""ל",5 ,102 ,938400 ,משכורות כוללות - מח. רכש ,672,650,650,650,619
"מינהלת את""ל",5 ,103 ,938400 ,משכורות כוללות - מח. לוגיסטיקה ,"1,562","1,510","1,510","1,500","1,168"
"מינהלת את""ל",5 ,127 ,938400 ,ביגוד ושתייה,30,30,30,30,20
"מינהלת את""ל",5 ,420 ,938400 ,תיקונים ואחזקה (מ- 2014 אוחד עם סעיף 9381/420),0,0,0,0,77
"מינהלת את""ל",5 ,430 ,938400 ,הוצאות חשמל,240,220,226,226,199
"מינהלת את""ל",5 ,470 ,938400 ,ציוד משרדי שוטף,90,100,100,80,74
"מינהלת את""ל",5 ,540 ,938400 ,טלפון ישיר,85,75,85,85,52
"מינהלת את""ל",12 ,550 ,938400 ,פרסומים ודפוס,20,20,20,20,16
"מינהלת את""ל",10 ,570 ,938400 ,הוצאות מיכון מערכת רכש ומלאי מחסנים,125,108,108,108,107
"מינהלת את""ל",5 ,730 ,938400 ,אחזקת רכבים - תיפעולי (6),395,395,395,395,355
"מינהלת את""ל",5 ,742 ,938400 ,אחזקת מכונת צילום,6,6,6,8,4
"מינהלת את""ל",5 ,750 ,938400 ,אבטחה בקבלנות ,622,610,630,630,526
"מינהלת את""ל",5 ,751 ,938400 ,נקיון בקבלנות ,247,302,247,247,314
"מינהלת את""ל",5 ,780 ,938400 ,הוצאות אחרות ורזרבת מנהל אגף (כולל ייעוץ ושרותים מקצועיים),150,150,150,150,122
"מינהלת את""ל",5 ,781 ,938400 ,הוצאות אחזקת מחסן,45,45,45,65,45
"מינהלת את""ל",5 ,782 ,938400 ,הוצאות שונות - מחלקת רכב,10,10,10,0,0
,,,9384.,"סה""כ - מינהלת אגף תב""ל:","7,359","7,189","7,170","7,199","6,554"
,,,93.,"סה""כ נכסים, תחזוקה ולוגיסטיקה, ומחסנים:",0,0,0,0,0
,,,94.,חניית מכוניות,,,,,
,,,943.,רשות החנייה,,,,,
רשות החנייה,3 ,100 ,943000 ,משכורות כוללות - מינהלה ,730,550,700,700,528
רשות החנייה,12 ,550 ,943000 ,פרסומים ודפוס,80,80,80,80,78
רשות החנייה,10 ,570 ,943000 ,"הוצאות מיכון - מעקב דוחו""ת חנייה",376,600,600,600,550
רשות החנייה,2 ,581 ,943000 ,הוצאות טיפול בגביית קנסות חנייה (נטו),100,100,100,100,-495
רשות החנייה,2 ,610 ,943000 ,עמלות גבייה לבנק הדואר ,150,120,200,200,120
רשות החנייה,2 ,750 ,943000 ,הפצת תווי חניה ,0,0,5,5,0
רשות החנייה,2 ,751 ,943000 ,"שכ""ט בגין גביית קנסות חנייה",735,700,735,735,658
רשות החנייה,3 ,752 ,943000 ,עמלה למפעיל חניה סלולרית - סלופארק,10,3,6,0,0
רשות החנייה,2 ,760 ,943000 ,תמלוגים בגין הפעלת מדחנים,675,700,750,750,777
רשות החנייה,2 ,761 ,943000 ,הוצאות להפעלת חניון משאיות (נטו) - באמצ' החב' הכלכלית,0,750,840,840,854
רשות החנייה,3 ,780 ,943000 ,(הסדרי חנייה והוצ' אחרות (כולל איתור בעלי רכב,110,104,104,104,97
,,,943.,"סה""כ - רשות החנייה:","2,966","3,707","4,120","4,114","3,167"
,,,94.,"סה""כ -  חניית מכוניות:",0,0,0,0,0
,,,97.,מפעל הביוב,,,,,
,,,971.,פרעון מלוות לביוב ,,,,,
פרעון מלוות לביוב ,2 ,691 ,971000 ,"פרע""מ - תשלומים ע""ח קרן","6,100","6,100","6,100","6,100","6,028"
פרעון מלוות לביוב ,2 ,692 ,971000 ,"פרע""מ - תשלומים ע""ח ריבית","1,550","1,750","1,800","1,800","1,974"
פרעון מלוות לביוב ,2 ,693 ,971000 ,"פרע""מ - תשלומים ע""ח הצמדה","2,100","2,000","2,200","2,200","1,921"
,,,971.,"סה""כ  - פרעון מלוות לביוב:","9,750","9,850","10,100","10,100","9,923"
,,,972.,ביוב עירוני,,,,,
ביוב עירוני,4 ,100 ,972000 ,"משכורות כוללות (בגין עובדים ""מושאלים"" לתאגיד המים והביוב)",190,185,185,185,182
,,,972.,"סה""כ - ביוב עירוני:",190,185,185,185,182
,,,973.,המכון לטיהור שפכים:,,,,,
מכון הטיהור,4 ,100 ,973000 ,"משכורות כוללות (בגין עובדים ""מושאלים"" לתאגיד המים והביוב)","1,664","1,610","1,640","1,640","1,590"
מכון הטיהור,4 ,127 ,973000 ,"כלכלה, ביגוד ושתיה",6,6,6,6,5
,,,973.,"סה""כ - המכון לטיהור שפכים:","1,670","1,616","1,646","1,646","1,595"
,,,97.,"סה""כ - מפעל הביוב:",0,0,0,0,0
,,,99.,תשלומים בלתי רגילים,,,,,
,,,991.,הפרשה לקרנות,,,,,
הפרשה לקרנות,7 ,980 ,991300 ,הפרשה לקרן,0,100,0,0,"7,177"
הפרשה לקרנות,11 ,981 ,991300 ,הפרשה לקרן הלוואות לעובדים ,200,160,200,200,130
,,,991.,"סה""כ - הפרשה לקרנות:",200,260,200,200,"7,307"
,,,993.,הוצאות שנים קודמות,,,,,
הוצאות שנים קודמות,7 ,980 ,993000 ,כיסוי הוצאות משנים קודמות,"2,500","2,500","2,500","2,500","5,224"
,,,993.,"סה""כ - הוצאות שנים קודמות:","2,500","2,500","2,500","2,500","5,224"
,,,994.,הוצאות מיוחדות ובלתי נצפות ,,,,,
הוצאות בלתי נצפות מראש,1 ,100 ,994000 ,"שעות נוספות בגין מבצע ""צוק איתן""",0,85,100,0,0
הוצאות בלתי נצפות מראש,7 ,182 ,994000 ,"גילום מ""ה בגין שווי הטבות עובדים ",500,400,500,500,378
הוצאות בלתי נצפות מראש,1 ,960 ,994000 ,"רזרבת רה""ע  ","2,750","2,500","2,500","2,500","1,595"
הוצאות בלתי נצפות מראש,1 ,961 ,994000 ,"רזרבת מנכ""ל","1,750","1,230","1,230","1,250","1,220"
הוצאות בלתי נצפות מראש,1 ,962 ,994000 ,"רזרבה לרפורמות, התייקרויות והוצאות בלתי נצפות ","8,265","2,234","2,234","4,629",243
הוצאות בלתי נצפות מראש,7 ,970 ,994000 ,"מקדמות מס הכנסה ע""ח הוצאות עודפות","2,219","2,200","2,200","2,200","1,955"
הוצאות בלתי נצפות מראש,1 ,980 ,994000 ,הוצאות בגין מבצע צוק איתן,0,100,100,0,0
הוצאות בלתי נצפות מראש,7 ,981 ,994000 ,עידוד והתחדשות המסחר ברחוב סוקולוב,100,200,200,200,227
הוצאות בלתי נצפות מראש,1 ,982 ,994000 ,שמירה ואבטחת עובדי עירייה ונבחרי ציבור,30,130,130,0,60
,,,994.,"סה""כ - הוצאות מיוחדות ובלתי נצפות מראש:","15,614","9,079","9,194","11,279","5,678"
,,,995.,הנחות שונות לארנונה,,,,,
הנחות שונות לארנונה ומים,2 ,861 ,995000 ,"הנחות בארנונה: עפ""י צו (ללא מימון) והנחות ועדה עפ""י מצב חומרי","49,500","44,850","44,300","44,300","40,896"
