,שם הפרק,אגף,הסעיף,הפרק,"ת ק ב ו ל י ם  - באלפי ש""ח",2016,2015,סופי 2015,מקורי 2015,2014
,,,,8482,"סה""כ - שרותים קהילתיים:",2568,2485,2525,2475,0
,,,,8482,מרכזים קהילתיים,,,,,
848200840,מרכזים קהילתיים,84,840,848200,מרכזים קהילתיים,0,0,0,0,56
,,,,8482,"סה""כ - מרכזים קהילתיים:",0,0,0,0,56
,,,,84829,מועדון גמלאים גיל הזהב (מופעל באמצעות תאגיד התרבות העירוני),,,,,
848290100,מועדון גמלאים גיל הזהב,82,100,848290,משכורות כוללות ,149,130,170,0,102
848290871,מועדון גמלאים גיל הזהב,82,871,848290,"הקצבה לתאגיד התרבות להפעלת מועדון ""גיל הזהב"" ",684,700,700,0,690
848290872,מועדון גמלאים גיל הזהב,82,872,848290,הקצבה לתאגיד התרבות להפעלת תוכניות לגיל השלישי,285,300,300,0,300
,,,,84829,"סה""כ - מועדון  גמלאים גיל הזהב:",1118,1130,1170,0,1092
,,,,8483,פעולות התנדבות,,,,,
848300420,פעולות התנדבות,5,420,848300,"אחזקה שוטפת (בית המתנדב, מ. מוגן לנכים ואחרים)",0,0,0,0,4
848300540,פעולות התנדבות,10,540,848300,טלפון ישיר,0,0,0,0,12
848300750,פעולות התנדבות,5,750,848300,נקיון בית המתנדב,0,0,0,0,16
848300780,פעולות התנדבות,84,780,848300,"פרוייקט ""סלי מזון"" לנצרכים - עירוני",0,0,0,0,495
848300840,פעולות התנדבות,84,840,848300,פעולות התנדבות (כולל כנס),0,0,0,0,29
,,,,8483,"סה""כ - פעולות התנדבות:",0,0,0,0,556
,,,,8484,"שרות ייעוץ לאזרח - שי""ל",,,,,
848400100,"שרות ייעוץ לאזרח - שי""ל",84,100,848400,משכורות כוללות,0,0,0,0,129
848400410,"שרות ייעוץ לאזרח - שי""ל",2,410,848400,שכר דירה,0,0,0,0,58
848400429,"שרות ייעוץ לאזרח - שי""ל",2,429,848400,דמי אחזקה,0,0,0,0,15
848400540,"שרות ייעוץ לאזרח - שי""ל",10,540,848400, טלפון ישיר,0,0,0,0,6
848400750,"שרות ייעוץ לאזרח - שי""ל",5,750,848400,נקיון בקבלנות ,0,0,0,0,7
848400780,"שרות ייעוץ לאזרח - שי""ל",84,780,848400,הוצאות אחרות,0,0,0,0,14
,,,,8484,"סה""כ - שרות ייעוץ לאזרח - שי""ל:",0,0,0,0,229
,,,,8487,שרותים קהילתיים,,,,,
848700100,שרותים קהילתיים,84,100,848700,משכורות כוללות ,0,0,0,0,660
848700410,שרותים קהילתיים,2,410,848700,שכר דירה (כולל בית מורשת)  ,0,0,0,0,136
848700430,שרותים קהילתיים,84,430,848700,הוצאות חשמל,0,0,0,0,46
848700540,שרותים קהילתיים,10,540,848700,טלפון ישיר (כולל בית מורשת),0,0,0,0,7
848700780,שרותים קהילתיים,84,780,848700,"הוצאות אחרות (מ- 2015 כולל פרוייקט ""חוסן בקהילה"") ",0,0,0,0,117
848700781,שרותים קהילתיים,84,781,848700,ועדת רווחה - פעילות בקהילה,0,0,0,0,47
,,,,8487,"סה""כ - שרותים קהילתיים:",0,0,0,0,1011
,,,,849,שרותים לעולים,,,,,
849001840,שרותים לעולים,84,840,849001,נכים בפנימיות - עולים,120,120,116,116,0
849002840,שרותים לעולים,84,840,849002,מרכז יום טיפולי - עולים,48,48,48,48,0
849003840,שרותים לעולים,84,840,849003,"סידור במעונות - מש""ה - עולים",200,199,196,196,0
849004840,שרותים לעולים,84,840,849004,משפחות עולים במצוקה,22,22,22,22,0
849005840,שרותים לעולים,84,840,849005,מרכזי טיפול באלימות עולים,8,8,45,8,0
849006840,שרותים לעולים,84,840,849006,ילדים בפנימיות - עולים,660,660,660,916,0
849007840,שרותים לעולים,84,840,849007,מעונות יום - עולים,31,31,31,60,0
849008840,שרותים לעולים,84,840,849008,ילדים במצוקה - עולים,15,15,23,23,0
849009840,שרותים לעולים,84,840,849009,טיפול בזקנים - עולים,41,41,41,41,0
849010840,שרותים לעולים,84,840,849010,עובדי שכונה - עולים,0,0,0,40,0
849011840,שרותים לעולים,84,840,849011,אבח. ושיקום נכים - עולים,16,17,8,8,0
849100840,שרותים לעולים,84,840,849100,טיפול במשפחות עולים,0,0,0,0,98
849300840,שרותים לעולים,84,840,849300,טיפול בילדים עולים,0,0,0,0,868
849400840,שרותים לעולים,84,840,849400,עזרה לזקנים עולים,0,0,0,0,50
,,,,849,"סה""כ - שרותים לעולים:",1161,1161,1190,1478,1016
,,,,84,"סה""כ שרותי חברה וקהילה:",0,0,0,0,0
,,,,85,שרותי דת,,,,,
,,,,851,מועצה דתית,,,,,
851000810,מועצה דתית,7,810,851000,השתתפות בתקציב המועצה הדתית,4765,4765,4765,4765,4765
,,,,851,"סה""כ - מועצה דתית:",4765,4765,4765,4765,4765
,,,,856,תמיכות לכוללים ולמוסדות תורניים,,,,,
856000820,תמיכות לכוללים ולמוסדות תורניים,7,820,856000,תמיכה לכוללים ומוסדות תורניים,1420,1420,1420,1420,1620
,,,,856,"סה""כ - תמיכות לכוללים ולמוסדות תורניים (שיעורי תורה בת. תורנית פרק 827):",1420,1420,1420,1420,1620
,,,,859,בית העלמין,,,,,
859000780,בית העלמין,7,780,859000,רשת בטחון לבית העלמין ,200,0,260,0,0
859000782,בית העלמין,7,782,859000,סיוע למשפחות אבלים,150,0,0,0,0
,,,,859,"סה""כ - בית העלמין:",350,0,260,0,0
,,,,85,"סה""כ - שרותי דת:",0,0,0,0,0
,,,,86,קליטת עלייה,,,,,
,,,,861,"קליטה בחינוך, אולפנים וכיתות קלט",,,,,
861000100,אולפנים וכיתות קלט,81,100,861000,משכורות כוללות,91,81,81,81,71
861000780,אולפנים וכיתות קלט,81,780,861000,הוצאות אחרות - אולפנים (יד התשעה),46,46,46,46,45
861000862,אולפנים וכיתות קלט,81,862,861000,(סיוע לתלמידים עולים (סל קליטה לתלמיד,50,40,40,40,34
,,,,861,"סה""כ - הוצאות לקליטה בחינוך:",187,167,167,167,150
,,,,869,שרותי קליטה - כללי,,,,,
869000410,שרותי קליטה - כללי,2,410,869000,שכר דירה,70,68,68,50,43
869000540,שרותי קליטה - כללי,10,540,869000,טלפון ישיר,5,5,5,5,4
869000750,שרותי קליטה - כללי,5,750,869000,"נקיון בקבלנות - מחסן מליב""י ומועדון לעולה",27,27,27,27,26
869000780,שרותי קליטה - כללי,81,780,869000,הוצאות כלליות לפעולות,40,39,39,39,43
869000781,שרותי קליטה - כללי,81,781,869000,הוצאות לפרוייקטים במימון מ. הקליטה,450,103,103,103,74
869000782,שרותי קליטה - כללי,81,782,869000,"קתדרה עממית לעולה (באמצעות מתנ""ס בית פוסטר) ",15,15,15,15,15
,,,,869,"סה""כ - שרותי קליטה - כללי:",607,257,257,239,205
,,,,86,"סה""כ - קליטת עלייה:",0,0,0,0,0
,,,,879,איכות הסביבה,,,,,
879000100,איכות הסביבה,3,100,879000,משכורות כוללות (כולל פקח - סייר סביבתי),1194,1048,1048,1070,974
879000410,איכות הסביבה,2,410,879000,שכר דירה,0,0,0,0,24
879000470,איכות הסביבה,3,470,879000,ציוד משרדי שוטף,6,7,7,7,1
879000540,איכות הסביבה,10,540,879000,טלפון ישיר,11,11,10,10,10
879000550,איכות הסביבה,12,550,879000,"פרסומים, דפוס, הסברה וחינוך",178,178,178,178,162
879000730,איכות הסביבה,5,730,879000,אחזקת רכב עירוני - תיפעולי ,79,80,80,130,95
879000750,איכות הסביבה,3,750,879000,ניטור יתושים,115,125,125,125,99
879000780,איכות הסביבה,3,780,879000,הוצאות לפעולות ושונות ,240,446,446,390,265
879000781,איכות הסביבה,3,781,879000,הוצאות לפעולות חינוך לקיימות,200,0,0,0,0
879000782,איכות הסביבה,3,782,879000,פינוי פסולת בנין משטחים פתוחים,60,0,92,92,77
879000820,איכות הסביבה,3,820,879000,תמיכה למוסדות בתחום איכות הסביבה,200,200,200,20,0
879000930,איכות הסביבה,3,930,879000,רכישת ציוד יסודי,5,7,7,7,3
,,,,87,"סה""כ - איכות הסביבה:",2288,2102,2193,2029,1709
,,,,8,"סה""כ - שרותים ממלכתיים:",0,0,0,0,0
,,,,9,"מפעלים, נכסים ותשלומים בלתי רגילים",,,,,
,,,,91,מים,,,,,
,,,,9132,תיפעול מערכת הפקת מים,,,,,
913200100,אחזקת מערכת הפקת מים,4,100,913200,"משכורות כוללות (בגין עובדים ""מושאלים"" לתאגיד המים והביוב)",2189,2100,2250,2250,2020
,,,,9132,"סה""כ - תיפעול מערכת הפקת מים:",2189,2100,2250,2250,2020
,,,,91,"סה""כ - מים:",0,0,0,0,0
,,,,93,"נכסים, תחזוקה, לוגיסטיקה ומחסנים",,,,,
,,,,933,נכסים,,,,,
933000100,נכסים,2,100,933000,שכר מח'  נכסים וביטוחים,1144,1065,1065,965,854
933000420,נכסים,5,420,933000,תיקונים ושיפוצים - כללי ,150,220,221,170,177
933000421,נכסים,2,421,933000,תיקונים ושיפוצים - נכסים עירוניים ,235,235,235,235,228
933000427,נכסים,2,427,933000,"שכ""ד, ועד בית ודמי ניהול - נכסים עירוניים ",135,120,131,200,103
933000429,נכסים,2,429,933000,דמי שימוש במקרקעין (הר עפר במרינה),160,160,160,160,155
933000432,נכסים,7,432,933000,הוצאות צריכת מים ואגרת ביוב - כללי,450,400,430,450,462
933000540,נכסים,10,540,933000,טלפון ישיר ,2,2,2,2,1
933000570,נכסים,10,570,933000,הוצאות מיכון,27,21,21,21,16
933000571,נכסים,2,571,933000,ניהול מידע מקרקעין ונכסים ,405,180,280,380,243
933000782,נכסים,5,782,933000,פריסה וקיפול הצללות - כללי,150,250,250,250,14
933000780,נכסים,2,780,933000,שמאויות והוצאות שונות ,450,460,460,460,0
933000781,נכסים,2,781,933000,שרותי חניה נוספים בחניון לב-העיר ,280,280,280,280,0
933000980,נכסים,2,980,933000,שמאויות והוצאות שונות (ב- 2015 עבר לסעיף 780),0,0,0,0,368
933000981,נכסים,2,981,933000,שרותי חניה נוספים בחניון לב-העיר (ב- 2015 עבר לסעיף 781),0,0,0,0,273
,,,,933,"סה""כ - נכסים:",3588,3393,3535,3573,2896
,,,,9381,שרותים לכלל משרדי העירייה (להוציא חינוך ורווחה),,,,,
938100420,שרותים לכלל משרדי העירייה,5,420,938100,תיקונים ואחזקה - משרדי העירייה ,370,470,422,435,425
938100430,שרותים לכלל משרדי העירייה,7,430,938100,מאור וחשמל - כללי  ,500,460,500,500,454
938100433,שרותים לכלל משרדי העירייה,5,433,938100,חומרי ניקוי - כללי,211,210,210,210,208
938100511,שרותים לכלל משרדי העירייה,5,511,938100,הוצאות שתייה וכיבוד - כללי ,277,275,275,275,271
938100540,שרותים לכלל משרדי העירייה,10,540,938100,טלפון - כלל משרדי העירייה (אחזקת מערכת טלפונים ב- 542),270,350,350,900,958
938100541,שרותים לכלל משרדי העירייה,10,541,938100,מערכת תקשורת 'מירס',483,500,430,430,445
938100542,שרותים לכלל משרדי העירייה,10,542,938100,תחזוקת מערכת טלפונים - כלל משרדי העירייה ,200,210,210,210,60
938100543,שרותים לכלל משרדי העירייה,1,543,938100,הוצאות דואר - כלל משרדי העירייה,800,780,550,0,0
938100550,שרותים לכלל משרדי העירייה,12,550,938100,"פרסום בעתונות ""השבוע שלך"" ",300,300,300,300,293
938100747,שרותים לכלל משרדי העירייה,5,747,938100,אחזקת ציוד ,22,25,25,25,23
938100748,שרותים לכלל משרדי העירייה,5,748,938100,אחזקת מזגנים לכלל משרדי העירייה,139,140,140,180,124
938100750,שרותים לכלל משרדי העירייה,5,750,938100,נקיון משרדים בקבלנות - כללי,339,342,342,380,358
938100751,שרותים לכלל משרדי העירייה,5,751,938100,עבודות קבלניות - כללי,350,450,450,450,442
938100780,שרותים לכלל משרדי העירייה,5,780,938100,מערכת לניהול צי רכב,40,40,40,40,99
938100781,שרותים לכלל משרדי העירייה,5,781,938100,בטיחות מוסדות עירייה,120,130,130,170,167
938100930,שרותים לכלל משרדי העירייה,5,930,938100,חידוש צי רכב,250,500,500,500,1302
,,,,9381,"סה""כ - שרותים לכלל משרדי העירייה:",4671,5182,4874,5005,5629
,,,,9382,יחידת הדפוס העירוני,,,,,
938200100,יח' הדפוס העירוני,12,100,938200,משכורות כוללות,239,225,240,240,227
938200479,יח' הדפוס העירוני,12,479,938200,טפסים ונייר,25,25,25,25,24
938200540,יח' הדפוס העירוני,10,540,938200,טלפון ישיר,2,2,2,2,1
938200742,יח' הדפוס העירוני,12,742,938200,אחזקת מכונת צילום,30,25,30,30,30
938200747,יח' הדפוס העירוני,12,747,938200,תיקונים ואחזקה - ציוד דפוס ושכפול,20,10,20,20,15
938200930,יח' הדפוס העירוני,12,930,938200,רכישת ציוד יסודי ,15,0,0,25,21
,,,,9382,"סה""כ - יחידת הדפוס העירוני:",331,287,317,342,318
,,,,9383,יחידת התחזוקה,,,,,
938300100,יחידת התחזוקה,5,100,938300,"סה""כ משכורות  (מתחלק עם סעיף 81796/100)",985,930,930,932,876
938300730,יחידת התחזוקה,5,730,938300,אחזקת רכבים - תיפעולי ,161,142,142,120,112
938300740,יחידת התחזוקה,5,740,938300,כלים וציוד,10,13,13,13,13
938300755,יחידת התחזוקה,5,755,938300,"העסקת כ""א באמצעות חב' השמה לצרכי תחזוקה ",396,716,717,570,279
938300930,יחידת התחזוקה,5,930,938300,ציוד חירום לארועים,45,50,50,50,100
,,,,9383,"סה""כ - יחידת התחזוקה:",1597,1851,1852,1685,1380
,,,,9384,"מינהלת אגף תחזוקה, בטיחות ולוגיסטיקה",,,,,
938400100,"מינהלת תב""ל",5,100,938400,"משכורות כוללות - מנהלת אגף תב""ל",2806,2626,2476,2393,2310
