,,,,,ה צ ע ת  התקציב הרגיל לשנת: 2015,תקציב,אומדן,תקציב,תקציב,ביצוע
869000782,שרותי קליטה - כללי,81,782,869000,"קתדרה עממית לעולה (באמצעות מתנ""ס בית פוסטר) ",15,15,15,15,15
,,,,869,"סה""כ - שרותי קליטה - כללי:",239,256,262,262,195
,,,,86,"סה""כ - קליטת עלייה:",0,0,0,0,0
,,,,879,איכות הסביבה,,,,,
879000100,איכות הסביבה,3,100,879000,משכורות כוללות (כולל פקח - סייר סביבתי),1070,990,1000,1000,1036
879000410,איכות הסביבה,2,410,879000,שכר דירה,0,25,25,50,43
879000470,איכות הסביבה,3,470,879000,ציוד משרדי שוטף,7,2,2,7,7
879000540,איכות הסביבה,3,540,879000,טלפון ישיר,10,9,10,10,11
879000550,איכות הסביבה,12,550,879000,"פרסומים, דפוס, הסברה וחינוך",178,178,178,178,153
879000730,איכות הסביבה,5,730,879000,אחזקת רכב עירוני - תיפעולי (2),130,100,35,35,69
879000750,איכות הסביבה,3,750,879000,ניטור יתושים,125,114,114,114,103
879000780,איכות הסביבה,3,780,879000,הוצאות לפעולות ושונות ,390,390,390,410,374
879000782,איכות הסביבה,3,782,879000,פינוי פסולת בנין משטחים פתוחים,92,92,92,92,45
879000820,איכות הסביבה,3,820,879000,תמיכה למוסדות בתחום איכות הסביבה,20,0,0,0,0
879000930,איכות הסביבה,3,930,879000,רכישת ציוד יסודי,7,12,12,7,2
,,,,87,"סה""כ - איכות הסביבה:",2029,1912,1858,1903,1842
,,,,8,"סה""כ - שרותים ממלכתיים:",0,0,0,0,0
,,,,9,"מפעלים, נכסים ותשלומים בלתי רגילים",,,,,
,,,,91,מים,,,,,
,,,,9132,תיפעול מערכת הפקת מים,,,,,
913200100,אחזקת מערכת הפקת מים,4,100,913200,"משכורות כוללות (בגין עובדים ""מושאלים"" לתאגיד המים והביוב)",2250,2170,2170,2170,2116
,,,,9132,"סה""כ - תיפעול מערכת הפקת מים:",2250,2170,2170,2170,2116
,,,,91,"סה""כ - מים:",0,0,0,0,0
,,,,93,"נכסים, תחזוקה, לוגיסטיקה ומחסנים",,,,,
,,,,933,נכסים,,,,,
933000100,נכסים,2,100,933000,שכר מח'  נכסים וביטוחים,965,930,930,1080,924
933000420,נכסים,5,420,933000,תיקונים ושיפוצים - כללי ,170,170,170,160,154
933000421,נכסים,2,421,933000,תיקונים ושיפוצים - נכסים עירוניים ,235,235,235,235,212
933000427,נכסים,2,427,933000,"שכ""ד, ועד בית ודמי ניהול - נכסים עירוניים ",200,100,100,100,85
933000429,נכסים,2,429,933000,דמי שימוש במקרקעין (הר עפר במרינה),160,155,155,155,148
933000432,נכסים,7,432,933000,הוצאות צריכת מים ואגרת ביוב - כללי,450,430,400,400,430
933000540,נכסים,2,540,933000,טלפון ישיר ,2,1,4,4,1
933000570,נכסים,10,570,933000,הוצאות מיכון,21,21,21,21,15
933000571,נכסים,2,571,933000,ניהול מידע מקרקעין ונכסים  (1),380,390,390,240,231
933000782,נכסים,5,782,933000,פריסה וקיפול הצללות - כללי,250,250,250,250,23
933000780,נכסים,2,780,933000,שמאויות והוצאות שונות (עד שנת 2014 בסעיף 980),460,0,0,0,0
933000781,נכסים,2,781,933000,שרותי חניה נוספים בחניון לב-העיר  (עד שנת 2014 בסעיף 981),280,0,0,0,0
933000980,נכסים,2,980,933000,שמאויות והוצאות שונות (ב- 2015 עבר לסעיף 780),0,460,460,460,225
933000981,נכסים,2,981,933000,שרותי חניה נוספים בחניון לב-העיר (ב- 2015 עבר לסעיף 781),0,275,285,285,247
,,,,933,"סה""כ - נכסים:",3573,3417,3400,3390,2696
,,,,9381,שרותים לכלל משרדי העירייה (להוציא חינוך ורווחה),,,,,
938100420,שרותים לכלל משרדי העירייה,5,420,938100,תיקונים ואחזקה - משרדי העירייה (מ- 2014 כולל סעיף 9384/420),435,435,435,400,279
938100430,שרותים לכלל משרדי העירייה,7,430,938100,מאור וחשמל - כללי  ,500,450,626,630,398
938100433,שרותים לכלל משרדי העירייה,5,433,938100,חומרי ניקוי - כללי,210,210,210,182,173
938100511,שרותים לכלל משרדי העירייה,5,511,938100,הוצאות שתייה וכיבוד - כללי ,275,275,275,245,229
938100540,שרותים לכלל משרדי העירייה,7,540,938100,דואר וטלפון - כלל משרדי העירייה (אחזקת מערכת טלפונים ב- 542),900,1010,800,800,1001
938100541,שרותים לכלל משרדי העירייה,7,541,938100,מערכת תקשורת 'מירס',430,430,430,430,969
938100542,שרותים לכלל משרדי העירייה,1,542,938100,תחזוקת מערכת טלפונים - כלל משרדי העירייה ,210,100,150,150,72
938100550,שרותים לכלל משרדי העירייה,12,550,938100,"פרסום בעתונות ""השבוע שלך"" ",300,300,300,300,290
938100747,שרותים לכלל משרדי העירייה,5,747,938100,אחזקת ציוד ,25,25,25,25,15
938100748,שרותים לכלל משרדי העירייה,5,748,938100,אחזקת מזגנים לכלל משרדי העירייה,180,170,150,170,147
938100750,שרותים לכלל משרדי העירייה,5,750,938100,נקיון משרדים בקבלנות - כללי,380,330,380,380,284
938100751,שרותים לכלל משרדי העירייה,5,751,938100,עבודות קבלניות - כללי,450,500,500,500,435
938100780,שרותים לכלל משרדי העירייה,5,780,938100,מערכת לניהול צי רכב,40,40,64,64,40
938100781,שרותים לכלל משרדי העירייה,5,781,938100,בטיחות מוסדות עירייה,170,168,168,168,119
938100930,שרותים לכלל משרדי העירייה,5,930,938100,חידוש צי רכב,500,1370,1370,700,643
,,,,9381,"סה""כ - שרותים לכלל משרדי העירייה:",5005,5813,5883,5144,5095
,,,,9382,יחידת הדפוס העירוני,,,,,
938200100,יח' הדפוס העירוני,12,100,938200,משכורות כוללות,240,230,236,236,226
938200101,יח' הדפוס העירוני,84,101,938200,"העסקת תלמידי בי""ס מפת""ן ארז (2)",0,0,25,25,0
938200479,יח' הדפוס העירוני,12,479,938200,טפסים ונייר,25,25,25,25,17
938200540,יח' הדפוס העירוני,12,540,938200,טלפון ישיר,2,1,2,2,1
938200742,יח' הדפוס העירוני,12,742,938200,אחזקת מכונת צילום,30,30,30,30,18
938200747,יח' הדפוס העירוני,12,747,938200,תיקונים ואחזקה - ציוד דפוס ושכפול,20,20,20,20,13
938200930,יח' הדפוס העירוני,12,930,938200,רכישת ציוד יסודי ,25,25,25,25,25
,,,,9382,"סה""כ - יחידת הדפוס העירוני:",342,331,363,363,300
,,,,9383,יחידת התחזוקה,,,,,
938300100,יחידת התחזוקה,5,100,938300,"סה""כ משכורות  (מתחלק עם סעיף 81796/100)",932,900,900,925,824
938300730,יחידת התחזוקה,5,730,938300,אחזקת רכבים - תיפעולי (5),120,115,120,120,129
938300740,יחידת התחזוקה,5,740,938300,כלים וציוד,13,13,13,13,12
938300755,יחידת התחזוקה,5,755,938300,"העסקת כ""א באמצעות חב' השמה לצרכי תחזוקה ",570,330,333,250,351
938300930,יחידת התחזוקה,5,930,938300,ציוד חירום לארועים,50,100,100,100,80
,,,,9383,"סה""כ - יחידת התחזוקה:",1685,1458,1466,1408,1396
,,,,9384,"מינהלת אגף תחזוקה, בטחון ולוגיסטיקה",,,,,
938400100,"מינהלת את""ל",5,100,938400,"משכורות כוללות - מנהלת אגף תב""ל",2393,2313,2313,2410,2249
938400101,"מינהלת את""ל",5,101,938400,משכורות כוללות - מח. רכב ,667,645,645,595,605
938400102,"מינהלת את""ל",5,102,938400,משכורות כוללות - מח. רכש ,672,650,650,650,619
938400103,"מינהלת את""ל",5,103,938400,משכורות כוללות - מח. לוגיסטיקה ,1562,1510,1510,1500,1168
938400127,"מינהלת את""ל",5,127,938400,ביגוד ושתייה,30,30,30,30,20
938400420,"מינהלת את""ל",5,420,938400,תיקונים ואחזקה (מ- 2014 אוחד עם סעיף 9381/420),0,0,0,0,77
938400430,"מינהלת את""ל",5,430,938400,הוצאות חשמל,240,220,226,226,199
938400470,"מינהלת את""ל",5,470,938400,ציוד משרדי שוטף,90,100,100,80,74
938400540,"מינהלת את""ל",5,540,938400,טלפון ישיר,85,75,85,85,52
938400550,"מינהלת את""ל",12,550,938400,פרסומים ודפוס,20,20,20,20,16
938400570,"מינהלת את""ל",10,570,938400,הוצאות מיכון מערכת רכש ומלאי מחסנים,125,108,108,108,107
938400730,"מינהלת את""ל",5,730,938400,אחזקת רכבים - תיפעולי (6),395,395,395,395,355
938400742,"מינהלת את""ל",5,742,938400,אחזקת מכונת צילום,6,6,6,8,4
938400750,"מינהלת את""ל",5,750,938400,אבטחה בקבלנות ,622,610,630,630,526
938400751,"מינהלת את""ל",5,751,938400,נקיון בקבלנות ,247,302,247,247,314
938400780,"מינהלת את""ל",5,780,938400,הוצאות אחרות ורזרבת מנהל אגף (כולל ייעוץ ושרותים מקצועיים),150,150,150,150,122
938400781,"מינהלת את""ל",5,781,938400,הוצאות אחזקת מחסן,45,45,45,65,45
938400782,"מינהלת את""ל",5,782,938400,הוצאות שונות - מחלקת רכב,10,10,10,0,0
,,,,9384,"סה""כ - מינהלת אגף תב""ל:",7359,7189,7170,7199,6554
,,,,93,"סה""כ נכסים, תחזוקה ולוגיסטיקה, ומחסנים:",0,0,0,0,0
,,,,94,חניית מכוניות,,,,,
,,,,943,רשות החנייה,,,,,
943000100,רשות החנייה,3,100,943000,משכורות כוללות - מינהלה ,730,550,700,700,528
943000550,רשות החנייה,12,550,943000,פרסומים ודפוס,80,80,80,80,78
943000570,רשות החנייה,10,570,943000,"הוצאות מיכון - מעקב דוחו""ת חנייה",376,600,600,600,550
943000581,רשות החנייה,2,581,943000,הוצאות טיפול בגביית קנסות חנייה (נטו),100,100,100,100,-495
943000610,רשות החנייה,2,610,943000,עמלות גבייה לבנק הדואר ,150,120,200,200,120
943000750,רשות החנייה,2,750,943000,הפצת תווי חניה ,0,0,5,5,0
943000751,רשות החנייה,2,751,943000,"שכ""ט בגין גביית קנסות חנייה",735,700,735,735,658
943000752,רשות החנייה,3,752,943000,עמלה למפעיל חניה סלולרית - סלופארק,10,3,6,0,0
943000760,רשות החנייה,2,760,943000,תמלוגים בגין הפעלת מדחנים,675,700,750,750,777
943000761,רשות החנייה,2,761,943000,הוצאות להפעלת חניון משאיות (נטו) - באמצ' החב' הכלכלית,0,750,840,840,854
943000780,רשות החנייה,3,780,943000,(הסדרי חנייה והוצ' אחרות (כולל איתור בעלי רכב,110,104,104,104,97
,,,,943,"סה""כ - רשות החנייה:",2966,3707,4120,4114,3167
,,,,94,"סה""כ -  חניית מכוניות:",0,0,0,0,0
,,,,97,מפעל הביוב,,,,,
,,,,971,פרעון מלוות לביוב ,,,,,
971000691,פרעון מלוות לביוב ,2,691,971000,"פרע""מ - תשלומים ע""ח קרן",6100,6100,6100,6100,6028
971000692,פרעון מלוות לביוב ,2,692,971000,"פרע""מ - תשלומים ע""ח ריבית",1550,1750,1800,1800,1974
971000693,פרעון מלוות לביוב ,2,693,971000,"פרע""מ - תשלומים ע""ח הצמדה",2100,2000,2200,2200,1921
,,,,971,"סה""כ  - פרעון מלוות לביוב:",9750,9850,10100,10100,9923
,,,,972,ביוב עירוני,,,,,
972000100,ביוב עירוני,4,100,972000,"משכורות כוללות (בגין עובדים ""מושאלים"" לתאגיד המים והביוב)",190,185,185,185,182
,,,,972,"סה""כ - ביוב עירוני:",190,185,185,185,182
,,,,973,המכון לטיהור שפכים:,,,,,
973000100,מכון הטיהור,4,100,973000,"משכורות כוללות (בגין עובדים ""מושאלים"" לתאגיד המים והביוב)",1664,1610,1640,1640,1590
973000127,מכון הטיהור,4,127,973000,"כלכלה, ביגוד ושתיה",6,6,6,6,5
,,,,973,"סה""כ - המכון לטיהור שפכים:",1670,1616,1646,1646,1595
,,,,97,"סה""כ - מפעל הביוב:",0,0,0,0,0
,,,,99,תשלומים בלתי רגילים,,,,,
,,,,991,הפרשה לקרנות,,,,,
991300980,הפרשה לקרנות,7,980,991300,הפרשה לקרן,0,100,0,0,7177
991300981,הפרשה לקרנות,11,981,991300,הפרשה לקרן הלוואות לעובדים ,200,160,200,200,130
,,,,991,"סה""כ - הפרשה לקרנות:",200,260,200,200,7307
,,,,993,הוצאות שנים קודמות,,,,,
993000980,הוצאות שנים קודמות,7,980,993000,כיסוי הוצאות משנים קודמות,2500,2500,2500,2500,5224
,,,,993,"סה""כ - הוצאות שנים קודמות:",2500,2500,2500,2500,5224
,,,,994,הוצאות מיוחדות ובלתי נצפות ,,,,,
994000100,הוצאות בלתי נצפות מראש,1,100,994000,"שעות נוספות בגין מבצע ""צוק איתן""",0,85,100,0,0
994000182,הוצאות בלתי נצפות מראש,7,182,994000,"גילום מ""ה בגין שווי הטבות עובדים ",500,400,500,500,378
994000960,הוצאות בלתי נצפות מראש,1,960,994000,"רזרבת רה""ע  ",2750,2500,2500,2500,1595
994000961,הוצאות בלתי נצפות מראש,1,961,994000,"רזרבת מנכ""ל",1750,1230,1230,1250,1220
994000962,הוצאות בלתי נצפות מראש,1,962,994000,"רזרבה לרפורמות, התייקרויות והוצאות בלתי נצפות ",8265,2234,2234,4629,243
994000970,הוצאות בלתי נצפות מראש,7,970,994000,"מקדמות מס הכנסה ע""ח הוצאות עודפות",2219,2200,2200,2200,1955
994000980,הוצאות בלתי נצפות מראש,1,980,994000,הוצאות בגין מבצע צוק איתן,0,100,100,0,0
994000981,הוצאות בלתי נצפות מראש,7,981,994000,עידוד והתחדשות המסחר ברחוב סוקולוב,100,200,200,200,227
994000982,הוצאות בלתי נצפות מראש,1,982,994000,שמירה ואבטחת עובדי עירייה ונבחרי ציבור,30,130,130,0,60
,,,,994,"סה""כ - הוצאות מיוחדות ובלתי נצפות מראש:",15614,9079,9194,11279,5678
,,,,995,הנחות שונות לארנונה,,,,,
995000861,הנחות שונות לארנונה ומים,2,861,995000,"הנחות בארנונה: עפ""י צו (ללא מימון) והנחות ועדה עפ""י מצב חומרי",49500,44850,44300,44300,40896
