,"הצעת   התקציב   הרגיל   לשנת   2016   בש""ח",,,,,,,,,
832400742,742,832400,1,,כלים וציוד        ,גמיש,0.00% ,2200,2200,1947
832400751,751,832400,1,,עבודות קבלניות    ,גמיש,0.00% ,114000,114000,0
832400752,752,832400,1,,נקיון בקבלנות     ,קשיח,0.00% ,222900,222900,215137.5
832400789,789,832400,1,,כביסה             ,גמיש,0.00% ,5200,5200,0
832400794,794,832400,1,,השתתפות בעזר 094  ,קשיח,3.13% ,3300,3200,2807
832400800,800,832400,1,,השת' תמיכות תרומות, ,,,,
832400932,932,832400,1,,רכישות חד פעמיות  ,גמיש,0.00% ,4400,4400,3624
836100800,800,836100,1,,השת' תמיכות תרומות, ,,,,
836100811,811,836100,1,,השת'-בתורנות לילה ,קשיח,0.00% ,100000,100000,32331
836100812,812,836100,1,,"ניידת נט""נ        ",קשיח,0.00% ,270000,270000,269837
841000100,100,841000,1,,שכר עובדים לפי תקן, ,,                ,                ,
841000110,110,841000,1,,השכר הקובע-תקציבית,שכר,0.63% ,858300,852900,822804.27
841000119,119,841000,1,,השכר הקובע-צוברת  ,שכר,6.21% ,1889500,1779100,1747333.91
841000122,122,841000,1,,ביגוד             ,שכר,12.08% ,50100,44700,36189.1
841000126,126,841000,1,,דמי הבראה         ,שכר,12.50% ,128700,114400,90779
841000130,130,841000,1,,שעות נוספות       ,שכר,0.00% ,55000,55000,48558.1
841000140,140,841000,1,,השתתפות באחזקת רכב,שכר,-45.97% ,184500,341500,186179.25
841000200,200,841000,1,,שכר עובדים ללא תקן, ,,,,
841000350,350,841000,1,,ליסינג - 26-046-34,שכר,0.00% ,32000,0,
841000351,351,841000,1,,הוצאות - 26-046-34,שכר,0.00% ,19000,0,
841000400,400,841000,1,,אחזקת בנינים וציוד, ,,,,
841000423,423,841000,1,,תחזוקת מבנה       ,קשיח,-9.47% ,8600,9500,0
841000431,431,841000,1,,חשמל              ,קשיח,0.00% ,500000,500000,376880.79
841000432,432,841000,1,,מים               ,גמיש,0.00% ,22400,22400,0
841000437,437,841000,1,,אחזקת אזעקה       ,קשיח,0.00% ,4000,4000,3942.01
841000470,470,841000,1,,אחזקת מכונות משרד ,גמיש,33.33% ,16000,12000,10984.79
841000471,471,841000,1,,מכשירי כתיבה      ,גמיש,0.00% ,100000,100000,94067.81
841000492,492,841000,1,,השתתפות בעזר 092  ,קשיח,3.95% ,669000,643600,586778
841000500,500,841000,1,,הוצאות מינהליות   , ,,,,
841000511,511,841000,1,,אירוח וכיבוד      ,גמיש,-25.00% ,6600,8800,8519.57
841000512,512,841000,1,,"נסיעות ואש""ל      ",גמיש,0.00% ,8800,8800,9276.66
841000521,521,841000,1,,השתלמות קבוצתית   ,קשיח,0.00% ,40000,40000,0
841000522,522,841000,1,,ספרים ועיתונים    ,גמיש,0.00% ,4800,4800,2789
841000524,524,841000,1,,השתלמות מרוכזת    ,גמיש,0.00% ,43200,43200,55651.8
841000544,544,841000,1,,הוצאות דאר        ,קשיח,0.00% ,84500,84500,58905.22
841000550,550,841000,1,,פירסומים          ,גמיש,0.00% ,3400,3400,1000
841000562,562,841000,1,,הדפסות            ,גמיש,0.00% ,15000,15000,11473.31
841000570,570,841000,1,,תשלום לאוטומציה   ,קשיח,6.83% ,78200,73200,36701.32
841000571,571,841000,1,,"מיכון וענ""א       ",קשיח,20.55% ,317300,263200,248155.98
841000580,580,841000,1,,יעוץ משפטי        ,גמיש,0.00% ,4000,4000,1948.3
841000700,700,841000,1,,הוצאות לפעולות    , ,,,,
841000721,721,841000,1,,חמרים-תחזוקת מבנים,גמיש,0.00% ,12000,12000,7927.13
841000750,750,841000,1,,אחזקת מוסדות,קשיח,0.00% ,513800,513800,468522
841000751,751,841000,1,,עבודות קבלניות    ,גמיש,0.00% ,75000,75000,0
841000752,752,841000,1,,נקיון בקבלנות     ,קשיח,2.08% ,490000,480000,551029.02
841000754,754,841000,1,,"אחזקת תמ""י בר",קשיח,0.00% ,4000,4000,2897.75
841000756,756,841000,1,,שמירה             ,קשיח,0.00% ,492000,492000,430599.98
841000780,780,841000,1,,ארועים            ,גמיש,0.00% ,2700,2700,1319
841000781,781,841000,1,,"פעולות סמנכ""ל",גמיש,0.00% ,7700,7700,7307.35
841000782,782,841000,1,,ארוע מועדוני קשישים,גמיש,0.00% ,140000,140000,139551.92
841000783,783,841000,1,,"עיתון ""כיוון חדש""",גמיש,100.00% ,40000,20000,20000
841000784,784,841000,1,,הרצאות            ,קשיח,0.00% ,1900,1900,1700
841000794,794,841000,1,,השתתפות בעזר 094  ,קשיח,1.97% ,41400,40600,36054
841000800,800,841000,1,,השת' תמיכות תרומות, ,,,,
841000931,931,841000,1,,רכישות חד פעמיות  ,גמיש,125.00% ,27000,12000,10809.85
841000932,932,841000,1,,הצטיידות מועדונית,גמיש,0.00% ,0,0,183.5
841000961,961,841000,1,,רז' פעולות ורכישות,גמיש,0.00% ,24000,24000,21022.2
841000980,980,841000,1,,הוצ' שונות (הכנסה),קשיח,0.00% ,20000,20000,0
842500100,100,842500,1,,שכר עובדים לפי תקן, ,,                ,                ,
842500110,110,842500,1,,השכר הקובע-תקציבית,שכר,-13.57% ,3465400,4009400,3819870.73
842500119,119,842500,1,,השכר הקובע-צוברת  ,שכר,-2.34% ,11966100,12252800,9886278.31
842500122,122,842500,1,,ביגוד             ,שכר,-0.91% ,184400,186100,156830.3
842500126,126,842500,1,,דמי הבראה         ,שכר,-0.34% ,467800,469400,391370
842500130,130,842500,1,,שעות נוספות       ,שכר,1.93% ,751200,737000,773953
842500140,140,842500,1,,השתתפות באחזקת רכב,שכר,2.14% ,2070400,2027000,1776176.45
842500253,253,842500,1,,עובדים חיצוניים   ,שכר,-40.80% ,194300,328200,115479.54
842500400,400,842500,1,,אחזקת בנינים וציוד, ,,,,
842500571,571,842500,1,,"מיכון וענ""א       ",קשיח,20.56% ,938700,778600,613614.37
842500781,781,842500,1,,פעילות במרכז למשפחה,גמיש,0.00% ,50000,50000,0
842500782,782,842500,1,,תאום הורי,גמיש,0.00% ,15000,15000,2000
842500783,783,842500,1,,פע'-טיפול באלימות,קשיח,0.00% ,27000,27000,6147.74
842500784,784,842500,1,,פנוי בתים         ,גמיש,0.00% ,4000,4000,0
842500800,800,842500,1,,השת' תמיכות תרומות, ,,,,
842500811,811,842500,1,,משפ'במצוקהד1025410,קשיח,0.00% ,394000,394000,318040
842500812,812,842500,1,,עולים-מצוקה1073180,קשיח,0.00% ,90000,90000,35155
842500813,813,842500,1,,פגיעות מיניות,קשיח,37.15% ,177200,129200,177605
842500814,814,842500,1,,טפול פרט מש1026040,קשיח,29.85% ,87000,67000,83337.69
842500816,816,842500,1,,מיחשוב רפורמה,גמיש,0.00% ,0,,0
842500818,818,842500,1,,מקלט לנשים מוכות  ,קשיח,0.00% ,400000,400000,585643
842500844,844,842500,1,,דרי רחוב 1025510  ,קשיח,0.00% ,380000,380000,309087
842500845,845,842500,1,,סיוע למשפחות + ילדים,קשיח,0.00% ,410000,410000,352218
842600431,431,842600,1,,חשמל              ,קשיח,0.00% ,4300,4300,4086.35
843800431,431,843800,1,,חשמל              ,קשיח,0.00% ,8900,8900,5637.47
843800437,437,843800,1,,אחזקת אזעקה       ,קשיח,0.00% ,12000,12000,11825
843800750,750,843800,1,,תחזוקת מועדוניות       ,קשיח,5.77% ,165000,156000,116510
843800752,752,843800,1,,נקיון מרכז אורים,קשיח,0.00% ,52000,52000,52806.92
843800781,781,843800,1,,איבחון חיצוני     ,גמיש,0.00% ,15000,15000,6520
843800800,800,843800,1,,השת' תמיכות תרומות, ,,,,
843800811,811,843800,1,,ילד פנימ גז1038413,קשיח,5.31% ,12192300,11577300,12292628
843800812,812,843800,1,,ילד' פנימי' 038411,קשיח,14.45% ,3300000,2883300,3005321
843800813,813,843800,1,,מעונות יום 0422143,קשיח,0.00% ,148000,148000,155811
843800815,815,843800,1,,ילד במעונות0442140,קשיח,-7.05% ,5270000,5670000,4296684
843800817,817,843800,1,,פ. קהילת 1039440  ,קשיח,0.00% ,1507500,1507500,1393130.06
843800819,819,843800,1,,מפתן מקומי 1134410,קשיח,-42.71% ,110000,192000,29142
843800820,820,843800,1,,נוער חרדי,קשיח,0.00% ,306000,0,0
843800841,841,843800,1,,תכנית לילדים בסיכון,גמיש,1262.49% ,2808100,206100,0
843800842,842,843800,1,,תכנית ביתית 1039470,קשיח,0.00% ,87000,87000,71874
843800846,846,843800,1,,מועד' משותפות,קשיח,0.00% ,1115000,1115000,1115000
843800881,881,843800,1,,שכר משפחת' 0422140,קשיח,-100.00% ,0,600000,574349
843800882,882,843800,1,,ילדים סיכון1039480,קשיח,0.00% ,18000,18000,3900
843800883,883,843800,1,,ילד במצוקה 1073160,קשיח,-50.92% ,80000,163000,198955
843800885,885,843800,1,,הפנים לקהי' 1038417,קשיח,0.00% ,800000,800000,742622
843800886,886,843800,1,,ט'משפ'אומנה1038051,קשיח,13.64% ,1250000,1100000,1209851
843800887,887,843800,1,,מרכז אורים,קשיח,4.73% ,691200,660000,614814
843800888,888,843800,1,,טיפול בפגיעות מיניות,קשיח,-54.65% ,400000,882000,156100
843800892,892,843800,1,,הזנה לנחשונים ובתי דרור,גמיש,0.00% ,144000,144000,112612.07
843800893,893,843800,1,,מרכז אורים,גמיש,0.00% ,24000,24000,807.1
843800980,980,843800,1,,"פרוייקט ""אח בוגר""",קשיח,0.00% ,12000,12000,0
844300814,814,844300,1,,מועדונים משודרגים,קשיח,0.00% ,240000,240000,0
844300815,815,844300,1,,צרכ' מיוחדים 43440,קשיח,0.00% ,500000,500000,415756
844300817,817,844300,1,,אח במעונות 1042410,קשיח,19.60% ,7200000,6020000,6972446
844300818,818,844300,1,,מרכז יום-1043410  ,קשיח,28.00% ,320000,250000,160704
844300819,819,844300,1,,טפול בזקנים1043600,קשיח,-14.71% ,131000,153600,49827
844300820,820,844300,1,,שכונה תומכת       ,קשיח,0.00% ,300000,300000,293778
844300840,840,844300,1,,שרותים לניצולי שואה,גמיש,0.00% ,56000,56000,52132
844300845,845,844300,1,,מניעת התעללות בזקן,קשיח,0.00% ,80000,80000,6000
844300891,891,844300,1,,פרויקט שכונה תומכת,קשיח,0.00% ,45000,45000,0
844500431,431,844500,1,,חשמל              ,קשיח,0.00% ,4100,4100,4421.35
844500781,781,844500,1,,הפעלת מוע' קשישים,קשיח,0.00% ,1293500,1293500,1293500
844500782,782,844500,1,,רכזת מועדונים,קשיח,0.00% ,63000,63000,63000
845300800,800,845300,1,,השת' תמיכות תרומות, ,,,,
845300811,811,845300,1,,מעונות יום 0855410,קשיח,-39.22% ,62000,102000,37689
845300812,812,845300,1,,מע יום טפול0855420,קשיח,8.55% ,3300000,3040000,3191754
845300813,813,845300,1,,שר תומכים 0855430 ,קשיח,0.00% ,126400,126400,80177
845300814,814,845300,1,,סידור במוסד0856410,קשיח,8.81% ,36300000,33360000,33827118
845300815,815,845300,1,,מוסדות ממשל0872900,קשיח,0.00% ,8193300,8193300,7865715
845300816,816,845300,1,,הסעות למפגר       ,קשיח,0.00% ,585600,585600,582742.94
845300843,843,845300,1,,נופשון            ,קשיח,0.00% ,71000,71000,70295
845300891,891,845300,1,,"הקצבה לאחי""ם",גמיש,0.00% ,7700,7700,6000
845300892,892,845300,1,,נופשון            ,גמיש,0.00% ,6000,6000,4000
845400100,100,845400,1,,שכר עובדים לפי תקן, ,,                ,                ,
845400110,110,845400,1,,השכר הקובע-תקציבית,שכר,-0.82% ,495000,499100,503326.59
845400119,119,845400,1,,השכר הקובע-צוברת  ,שכר,-0.20% ,701000,702400,534775.22
845400122,122,845400,1,,ביגוד             ,שכר,-16.32% ,20000,23900,21928.7
845400126,126,845400,1,,דמי הבראה         ,שכר,-16.49% ,46100,55200,50631.35
845400130,130,845400,1,,שעות נוספות       ,שכר,0.00% ,7500,7500,3955.75
845400140,140,845400,1,,השתתפות באחזקת רכב,שכר,-21.13% ,16800,21300,11880
845400253,253,845400,1,,"עובד חברה + מ""מ   ",שכר,50.68% ,66000,43800,23737.01
845400400,400,845400,1,,אחזקת בנינים וציוד, ,,,,
845400420,420,845400,1,,כבוי אש,גמיש,-100.00% ,0,4000,3640
845400431,431,845400,1,,חשמל              ,קשיח,0.00% ,78000,78000,75395.92
845400432,432,845400,1,,מים               ,קשיח,0.00% ,13600,13600,1993.9
845400433,433,845400,1,,חומרי נקיון       ,גמיש,0.00% ,8000,8000,0
845400437,437,845400,1,,אחזקת אזעקה       ,קשיח,0.00% ,2000,2000,1972.14
845400470,470,845400,1,,אחזקת מכונות משרד ,גמיש,0.00% ,1500,1500,634.57
845400471,471,845400,1,,מכשירי כתיבה      ,גמיש,0.00% ,2000,2000,926.01
845400540,540,845400,1,,הוצאות טלפון      ,קשיח,0.00% ,12000,12000,4655.9
845400544,544,845400,1,,הוצאות דאר        ,קשיח,0.00% ,300,300,0
845400710,710,845400,1,,"הסעות מע""ש        ",קשיח,3.85% ,135000,130000,130000.05
845400722,722,845400,1,,חמרים-תחזוקה עצמית,גמיש,0.00% ,15000,15000,6898.3
845400742,742,845400,1,,כלים וציוד        ,גמיש,0.00% ,8000,8000,5807.21
845400750,750,845400,1,,אחזקת מוסדות,קשיח,4.96% ,275000,262000,245328
845400752,752,845400,1,,נקיון בקבלנות     ,קשיח,0.00% ,290000,290000,293927.12
845400756,756,845400,1,,"שמירה במע""ש       ",קשיח,0.00% ,95800,95800,95799.68
845400759,759,845400,1,,מלווים בהסעים,קשיח,0.00% ,80000,80000,79999.69
845400782,782,845400,1,,טיולים וארועים    ,גמיש,0.00% ,1600,1600,1300
845400811,811,845400,1,,ארוחות לחניכים    ,קשיח,0.00% ,330000,330000,289258.98
845400812,812,845400,1,,מוסדות חוץ0855470 ,קשיח,-15.19% ,335000,395000,319669
845400891,891,845400,1,,"בטל""א לחניכים     ",קשיח,0.00% ,24000,24000,19560.7
845400892,892,845400,1,,תשלום לחניכים(הכנ),קשיח,40.00% ,280000,200000,249761.53
845400893,893,845400,1,,רווחת החניך       ,קשיח,40.00% ,70000,50000,27602
845400931,931,845400,1,,רכישות חד-פעמיות  ,גמיש,0.00% ,1600,1600,0
846200800,800,846200,1,,השת' תמיכות תרומות, ,,                ,                ,
846200811,811,846200,1,,מ.שיקום לעו0662080,קשיח,-68.75% ,200000,640000,448964
846200812,812,846200,1,,מפע תעסוקה 0662110,קשיח,136.72% ,606000,256000,259316
846200813,813,846200,1,,הכש.מקצוע  0662150,קשיח,0.00% ,78000,78000,77861.63
846200815,815,846200,1,,ילדים במוס 0662410,קשיח,-11.33% ,360000,406000,347333
846200816,816,846200,1,,הדרכת עוור 0662430,קשיח,20.00% ,168000,140000,140000
846200841,841,846200,1,,מ' עיוורים 0662510,קשיח,0.00% ,240000,240000,220350.2
846500781,781,846500,1,,שקום מיוחד מקומי  ,גמיש,0.00% ,23000,23000,20398.18
846500800,800,846500,1,,השת' תמיכות תרומות, ,,,,
846500811,811,846500,1,,ק.מפעלי שק 0619030,קשיח,4.76% ,220000,210000,233625
846500812,812,846500,1,,הסעות נכים 0622100,קשיח,0.00% ,80000,80000,52616
846500813,813,846500,1,,שיקום נכים 0619040,קשיח,0.00% ,80000,80000,80054
846500815,815,846500,1,,נכים בפנימ 0621040,קשיח,4.53% ,9200000,8801000,9179190
846500816,816,846500,1,,נכה באומנה 0621050,קשיח,-50.00% ,120000,240000,238763
846500817,817,846500,1,,נכה פנימ גז0621041,קשיח,0.00% ,100000,100000,67100
846500818,818,846500,1,,מ.שיקום.צב 0622070,קשיח,56.86% ,800000,510000,601846
846500841,841,846500,1,,קהילה תומכת,גמיש,0.00% ,110200,0,0
846500842,842,846500,1,,מרכז יום לנפגעי ראש,קשיח,0.00% ,150000,150000,133774
846500843,843,846500,1,,מועדון לחרשים     ,קשיח,-26.14% ,113000,153000,96629
846500844,844,846500,1,,הסעות למעונות יום,גמיש,-12.90% ,1080000,1240000,1067363.27
846500845,845,846500,1,,מלווים למעונות יום,גמיש,-14.55% ,1410000,1650000,1383516.84
846500880,880,846500,1,,של'ילד חריג0855650,קשיח,29.25% ,380000,294000,99492
846500881,881,846500,1,,מע' ממש'שיק0682950,קשיח,-48.05% ,400000,770000,1009259
846500882,882,846500,1,,הסעות לאוטיסטים,קשיח,112.77% ,300000,141000,162214
846500883,883,846500,1,,מועדונית שיקום,קשיח,-30.77% ,90000,130000,78220
846500884,884,846500,1,,אוטיסטים,קשיח,9.29% ,10295100,9420000,9579435
846500885,885,846500,1,,פעולות קיץ לאוטיסטים,קשיח,0.00% ,56000,56000,45365
846500886,886,846500,1,,מועדון הדרים      ,קשיח,0.00% ,40000,40000,33150
846500887,887,846500,1,,מ.יום שיקומי622110,קשיח,-20.48% ,1864000,2344000,1851870
847100400,400,847100,1,,אחזקת בנינים וציוד, ,,                ,                ,
847100431,431,847100,1,,חשמל              ,קשיח,0.00% ,3200,3200,8484.85
847100540,540,847100,1,,הוצאות טלפון      ,קשיח,0.00% ,600,600,303.6
847100752,752,847100,1,,נקיון מועדון נערות,קשיח,0.00% ,18600,18600,14453.74
847100782,782,847100,1,,פעילות מועד' נערות,גמיש,0.00% ,5000,5000,1980
847100800,800,847100,1,,השת' תמיכות תרומות, ,,,,
847100812,812,847100,1,,בתים חמים לנערות,קשיח,0.00% ,376000,376000,299308
847100813,813,847100,1,,מעונות חסות 166030,קשיח,0.00% ,50000,50000,3299
847100814,814,847100,1,,נערות מצוקה 165510,קשיח,0.00% ,200000,200000,140457.3
847100815,815,847100,1,,"פרוייקט ""עדי""",קשיח,-100.00% ,0,96000,0
