"הצעת   התקציב   הרגיל   לשנת   2015   בש""ח",,,,,,,,,
סעיף,פרק,ספר,,שם,סוג,אחוז השינוי מול 2014,"הצעה
2015","תקציב  מקורי
2014","ביצוע
2013"
844500  סך הכל ,,,,תעס'+מרכז יום קשיש,,0.00% ,"1,360,600 ","1,360,600 ","2,007,379.20"
000 ,845300 ,1 ,,שרות למפגר-קהילתי , ,,                ,                ,
800 ,845300 ,1 ,,השת' תמיכות תרומות, ,,,,0.00
811 ,845300 ,1 ,,מעונות יום 0855410,קשיח,0.00% ,"102,000 ","102,000 ","86,201.00"
812 ,845300 ,1 ,,מע יום טפול0855420,קשיח,0.00% ,"3,040,000 ","3,040,000 ","2,886,584.00"
813 ,845300 ,1 ,,שר תומכים 0855430 ,קשיח,0.00% ,"126,400 ","126,400 ","94,263.63"
814 ,845300 ,1 ,,סידור במוסד0856410,קשיח,2.14% ,"33,360,000 ","32,660,000 ","31,853,492.80"
815 ,845300 ,1 ,,מוסדות ממשל0872900,קשיח,-6.82% ,"8,193,300 ","8,793,300 ","8,825,000.00"
816 ,845300 ,1 ,,הסעות למפגר       ,קשיח,0.00% ,"585,600 ","585,600 ","585,169.89"
843 ,845300 ,1 ,,נופשון            ,קשיח,0.00% ,"71,000 ","71,000 ","52,608.00"
891 ,845300 ,1 ,,"הקצבה לאחי""ם",גמיש,0.00% ,"7,700 ","7,700 ",
892 ,845300 ,1 ,,נופשון            ,גמיש,0.00% ,"6,000 ","6,000 ",
845300  סך הכל ,,,,שרות למפגר-קהילתי ,,0.22% ,"45,492,000 ","45,392,000 ","44,383,319.32"
000 ,845400 ,1 ,,"מרכז קש""ת", ,,                ,                ,
100 ,845400 ,1 ,,שכר עובדים לפי תקן, ,,                ,                ,0.00
110 ,845400 ,1 ,,השכר הקובע-תקציבית,שכר,1.53% ,"499,100 ","491,600 ","493,215.26"
119 ,845400 ,1 ,,השכר הקובע-צוברת  ,שכר,8.95% ,"702,400 ","644,700 ","585,988.28"
122 ,845400 ,1 ,,ביגוד             ,שכר,0.84% ,"23,900 ","23,700 ","19,306.45"
126 ,845400 ,1 ,,דמי הבראה         ,שכר,-1.78% ,"55,200 ","56,200 ","44,568.25"
130 ,845400 ,1 ,,שעות נוספות       ,שכר,36.36% ,"7,500 ","5,500 ",783.95
140 ,845400 ,1 ,,השתתפות באחזקת רכב,שכר,-7.79% ,"21,300 ","23,100 ","22,288.45"
253 ,845400 ,1 ,,"עובד חברה + מ""מ   ",שכר,25.14% ,"43,800 ","35,000 ","18,891.36"
400 ,845400 ,1 ,,אחזקת בנינים וציוד, ,,,,0.00
420 ,845400 ,1 ,,כבוי אש,גמיש,0.00% ,"4,000 ","4,000 ",
431 ,845400 ,1 ,,חשמל              ,קשיח,0.00% ,"78,000 ","78,000 ","84,947.94"
432 ,845400 ,1 ,,מים               ,קשיח,0.00% ,"13,600 ","13,600 ","15,224.60"
433 ,845400 ,1 ,,חומרי נקיון       ,גמיש,0.00% ,"8,000 ","8,000 ","8,016.11"
437 ,845400 ,1 ,,אחזקת אזעקה       ,קשיח,0.00% ,"2,000 ","2,000 ","1,923.86"
470 ,845400 ,1 ,,אחזקת מכונות משרד ,גמיש,0.00% ,"1,500 ","1,500 ",876.86
471 ,845400 ,1 ,,מכשירי כתיבה      ,גמיש,0.00% ,"2,000 ","2,000 ","1,255.46"
540 ,845400 ,1 ,,הוצאות טלפון      ,קשיח,0.00% ,"12,000 ","12,000 ","4,840.08"
544 ,845400 ,1 ,,הוצאות דאר        ,קשיח,0.00% ,300 ,300 ,
700 ,845400 ,1 ,,הוצאות לפעולות    , ,,,,0.00
710 ,845400 ,1 ,,"הסעות מע""ש        ",קשיח,0.00% ,"130,000 ","130,000 ","126,051.20"
722 ,845400 ,1 ,,חמרים-תחזוקה עצמית,גמיש,0.00% ,"15,000 ","15,000 ","12,613.00"
742 ,845400 ,1 ,,כלים וציוד        ,גמיש,0.00% ,"8,000 ","8,000 ","7,577.21"
750 ,845400 ,1 ,,אחזקת מוסדות,קשיח,0.00% ,"262,000 ","262,000 ","250,038.00"
752 ,845400 ,1 ,,נקיון בקבלנות     ,קשיח,-1.39% ,"290,000 ","294,100 ","212,999.25"
756 ,845400 ,1 ,,"שמירה במע""ש       ",קשיח,0.00% ,"95,800 ","95,800 ","84,999.79"
759 ,845400 ,1 ,,מלווים בהסעים,קשיח,33.33% ,"80,000 ","60,000 ","39,366.80"
782 ,845400 ,1 ,,טיולים וארועים    ,גמיש,0.00% ,"1,600 ","1,600 ",
811 ,845400 ,1 ,,ארוחות לחניכים    ,קשיח,0.00% ,"330,000 ","330,000 ","292,305.15"
812 ,845400 ,1 ,,מוסדות חוץ0855470 ,קשיח,2.60% ,"395,000 ","385,000 ","383,412.00"
891 ,845400 ,1 ,,"בטל""א לחניכים     ",קשיח,0.00% ,"24,000 ","24,000 ","17,475.00"
892 ,845400 ,1 ,,תשלום לחניכים(הכנ),קשיח,0.00% ,"200,000 ","200,000 ","177,100.50"
893 ,845400 ,1 ,,רווחת החניך       ,קשיח,0.00% ,"50,000 ","50,000 ","29,397.00"
931 ,845400 ,1 ,,רכישות חד-פעמיות  ,גמיש,0.00% ,"1,600 ","1,600 ",827.60
932 ,845400 ,1 ,,הצטיידות מהכנסות,קשיח,0.00% ,0 ,0 ,"40,512.00"
845400  סך הכל ,,,,"מרכז קש""ת",,3.05% ,"3,357,600 ","3,258,300 ","2,976,801.41"
000 ,846000 ,1 ,,שירותי שיקום      , ,,                ,                ,
000 ,846200 ,1 ,,שיקום העיוור      , ,,                ,                ,
800 ,846200 ,1 ,,השת' תמיכות תרומות, ,,                ,                ,0.00
811 ,846200 ,1 ,,מ.שיקום לעו0662080,קשיח,0.00% ,"640,000 ","640,000 ","631,864.00"
812 ,846200 ,1 ,,מפע תעסוקה 0662110,קשיח,0.00% ,"256,000 ","256,000 ","190,245.00"
813 ,846200 ,1 ,,הכש.מקצוע  0662150,קשיח,0.00% ,"78,000 ","78,000 ","79,910.83"
815 ,846200 ,1 ,,ילדים במוס 0662410,קשיח,8.56% ,"406,000 ","374,000 ","376,918.00"
816 ,846200 ,1 ,,הדרכת עוור 0662430,קשיח,0.00% ,"140,000 ","140,000 ","63,290.00"
841 ,846200 ,1 ,,מ' עיוורים 0662510,קשיח,0.00% ,"240,000 ","240,000 ","237,704.00"
846200  סך הכל ,,,,שיקום העיוור      ,,1.85% ,"1,760,000 ","1,728,000 ","1,579,931.83"
000 ,846500 ,1 ,,שיקום נכים        , ,,                ,                ,
781 ,846500 ,1 ,,שקום מיוחד מקומי  ,גמיש,0.00% ,"23,000 ","23,000 ","20,028.47"
800 ,846500 ,1 ,,השת' תמיכות תרומות, ,,,,0.00
811 ,846500 ,1 ,,ק.מפעלי שק 0619030,קשיח,75.00% ,"210,000 ","120,000 ","87,726.00"
812 ,846500 ,1 ,,הסעות נכים 0622100,קשיח,0.00% ,"80,000 ","80,000 ","74,634.00"
813 ,846500 ,1 ,,שיקום נכים 0619040,קשיח,0.00% ,"80,000 ","80,000 ","50,151.80"
815 ,846500 ,1 ,,נכים בפנימ 0621040,קשיח,4.26% ,"8,801,000 ","8,441,000 ","8,684,837.00"
816 ,846500 ,1 ,,נכה באומנה 0621050,קשיח,50.00% ,"240,000 ","160,000 ","149,077.46"
817 ,846500 ,1 ,,נכה פנימ גז0621041,קשיח,0.00% ,"100,000 ","100,000 ","86,900.00"
818 ,846500 ,1 ,,מ.שיקום.צב 0622070,קשיח,13.33% ,"510,000 ","450,000 ","412,731.00"
842 ,846500 ,1 ,,מרכז יום לנפגעי ראש,קשיח,66.67% ,"150,000 ","90,000 ","89,715.00"
843 ,846500 ,1 ,,מועדון לחרשים     ,קשיח,0.00% ,"153,000 ","153,000 ","153,000.00"
844 ,846500 ,1 ,,הסעות למעונות יום,גמיש,93.75% ,"1,240,000 ","640,000 ","806,556.99"
845 ,846500 ,1 ,,מלווים למעונות יום,גמיש,32.00% ,"1,650,000 ","1,250,000 ","1,237,622.65"
880 ,846500 ,1 ,,של'ילד חריג0855650,קשיח,-28.99% ,"294,000 ","414,000 ","173,610.00"
881 ,846500 ,1 ,,מע' ממש'שיק0682950,קשיח,14.93% ,"770,000 ","670,000 ","577,265.00"
882 ,846500 ,1 ,,הסעות לאוטיסטים,קשיח,39.60% ,"141,000 ","101,000 ","98,758.00"
883 ,846500 ,1 ,,מועדונית שיקום,קשיח,0.00% ,"130,000 ","130,000 ","111,510.00"
884 ,846500 ,1 ,,אוטיסטים,קשיח,22.02% ,"9,420,000 ","7,720,000 ","8,350,000.00"
885 ,846500 ,1 ,,פעולות קיץ לאוטיסטים,קשיח,0.00% ,"56,000 ","56,000 ","52,235.00"
886 ,846500 ,1 ,,מועדון הדרים      ,קשיח,0.00% ,"40,000 ","40,000 ","40,000.00"
887 ,846500 ,1 ,,מ.יום שיקומי622110,קשיח,0.00% ,"2,344,000 ","2,344,000 ","2,342,721.62"
846500  סך הכל ,,,,שיקום נכים        ,,14.61% ,"26,432,000 ","23,062,000 ","23,599,079.99"
000 ,847100 ,1 ,,נוער מצוקה        , ,,                ,                ,
431 ,847100 ,1 ,,חשמל              ,קשיח,0.00% ,"3,200 ","3,200 ","6,405.94"
540 ,847100 ,1 ,,הוצאות טלפון      ,קשיח,0.00% ,600 ,600 ,302.98
752 ,847100 ,1 ,,נקיון מועדון נערות,קשיח,0.00% ,"18,600 ","18,600 ","16,499.76"
782 ,847100 ,1 ,,פעילות מועד' נערות,גמיש,0.00% ,"5,000 ","5,000 ",791.08
812 ,847100 ,1 ,,בתים חמים לנערות,קשיח,0.00% ,"376,000 ","376,000 ","305,373.00"
813 ,847100 ,1 ,,מעונות חסות 166030,קשיח,0.00% ,"50,000 ","50,000 ","50,000.00"
814 ,847100 ,1 ,,נערות מצוקה 165510,קשיח,0.00% ,"200,000 ","200,000 ","197,836.00"
815 ,847100 ,1 ,,"פרוייקט ""עדי""",קשיח,0.00% ,"96,000 ","96,000 ",
816 ,847100 ,1 ,,נוער וצעירים 1164023,קשיח,469.50% ,"113,900 ","20,000 ",
841 ,847100 ,1 ,,"תכנית ""אפיקים""",קשיח,0.00% ,"141,000 ","141,000 ",
891 ,847100 ,1 ,,מרכז ליעוץ מיני   ,קשיח,0.00% ,"24,000 ","24,000 ","24,000.00"
892 ,847100 ,1 ,,"תכנית ""סלע""",גמיש,-14.29% ,"30,000 ","35,000 ","35,000.00"
847100  סך הכל ,,,,נוער מצוקה        ,,9.17% ,"1,058,300 ","969,400 ","636,208.76"
000 ,847300 ,1 ,,סמים              , ,,                ,                ,
723 ,847300 ,1 ,,חומרים            ,גמיש,0.00% ,"5,000 ","5,000 ",540.24
752 ,847300 ,1 ,,נקיון בקבלנות     ,קשיח,0.00% ,"13,700 ","13,700 ","15,499.26"
781 ,847300 ,1 ,,צרכים מיוחדים     ,קשיח,-50.00% ,"18,000 ","36,000 ","15,529.02"
811 ,847300 ,1 ,,בדיקות שתן 1125070,קשיח,0.00% ,"30,000 ","30,000 ","19,696.90"
812 ,847300 ,1 ,,מרכז יום 1225061  ,קשיח,0.00% ,"200,000 ","200,000 ","47,268.00"
813 ,847300 ,1 ,,ט'אלכהוליס'0405201,קשיח,0.00% ,"190,000 ","190,000 ","88,642.00"
815 ,847300 ,1 ,,גמילת נוער,קשיח,-54.80% ,"80,000 ","177,000 ","57,930.00"
816 ,847300 ,1 ,,פרוייקטים לנגמלים,קשיח,-100.00% ,0 ,"28,000 ",
841 ,847300 ,1 ,,טיפול בעולים נפגעי סמים,קשיח,11.18% ,"37,800 ","34,000 ","36,107.00"
847300  סך הכל ,,,,סמים              ,,-19.50% ,"574,500 ","713,700 ","281,212.42"
000 ,848000 ,1 ,,עבודה קהילתית     , ,,                ,                ,
000 ,848100 ,1 ,,עבודה קהילתית     , ,,                ,                ,
400 ,848100 ,1 ,,אחזקת בנינים וציוד, ,,                ,                ,0.00
431 ,848100 ,1 ,,חשמל              ,קשיח,0.00% ,"11,600 ","11,600 ","12,288.87"
500 ,848100 ,1 ,,הוצאות מינהליות   , ,,,,0.00
511 ,848100 ,1 ,,אירוח וכיבוד      ,גמיש,50.00% ,"3,000 ","2,000 ","2,335.04"
700 ,848100 ,1 ,,הוצאות לפעולות    , ,,,,0.00
742 ,848100 ,1 ,,כלים וציוד        ,גמיש,0.00% ,0 ,0 ,"1,133.86"
752 ,848100 ,1 ,,נקיון בקבלנות     ,קשיח,0.00% ,"21,500 ","21,500 ","20,600.00"
781 ,848100 ,1 ,,פע' משפ' חד-הוריות,קשיח,0.00% ,"7,000 ","7,000 ","6,650.00"
782 ,848100 ,1 ,,"טקס מגן רה""ע-מתנדב",גמיש,0.00% ,"32,000 ","32,000 ","31,898.47"
783 ,848100 ,1 ,,ארוע שנתי למתנדבים,גמיש,0.00% ,"25,600 ","25,600 ",
784 ,848100 ,1 ,,פע' בקהילה+התנדבות,גמיש,0.00% ,"24,000 ","24,000 ","27,688.12"
800 ,848100 ,1 ,,השת' תמיכות תרומות, ,,,,0.00
811 ,848100 ,1 ,,פע'התנדבות 1094031,קשיח,0.00% ,"16,200 ","16,200 ","12,514.00"
813 ,848100 ,1 ,,אחזקת מרכז'קהילתים,קשיח,0.00% ,"37,400 ","37,400 ","18,400.00"
816 ,848100 ,1 ,,לשכת ייעוץ לאזרח,קשיח,0.00% ,"15,000 ",0 ,"4,950.00"
817 ,848100 ,1 ,,פרוייקט קדימה     ,קשיח,-100.00% ,0 ,"16,000 ","9,281.00"
931 ,848100 ,1 ,,רכישות חד-פעמיות  ,גמיש,0.00% ,"1,200 ","1,200 ",902.82
848100  סך הכל ,,,,עבודה קהילתית     ,,0.00% ,"194,500 ","194,500 ","148,642.18"
000 ,850000 ,1 ,,דת                , ,,                ,                ,
000 ,851000 ,1 ,,המועצה הדתית      , ,,                ,                ,
800 ,851000 ,1 ,,השת' תמיכות תרומות, ,,,,0.00
811 ,851000 ,1 ,,השתת'בתקציב המועצה,קשיח,29.64% ,"6,300,000 ","4,859,700 ","6,324,988.00"
813 ,851000 ,1 ,,ארנונה-מועצה דתית ,קשיח,-5.63% ,"33,500 ","35,500 ","34,796.40"
851000  סך הכל ,,,,המועצה הדתית      ,,29.38% ,"6,333,500 ","4,895,200 ","6,359,784.40"
000 ,859000 ,1 ,,העדה השומרונית    , ,,                ,                ,
800 ,859000 ,1 ,,השת' תמיכות תרומות, ,,                ,                ,0.00
810 ,859000 ,1 ,,השת'-עדה השומרונית,גמיש,0.00% ,"43,200 ","43,200 ","43,200.00"
811 ,859000 ,1 ,,א.ב. חדשות השומרונים,גמיש,0.00% ,"10,800 ","10,800 ",
859000  סך הכל ,,,,העדה השומרונית    ,,0.00% ,"54,000 ","54,000 ","43,200.00"
000 ,860000 ,1 ,,קליטת עליה        , ,,                ,                ,
000 ,868000 ,1 ,,אולפנים לעולים    , ,,                ,                ,
119 ,868000 ,1 ,,השכר הקובע-צוברת  ,שכר,0.78% ,"64,400 ","63,900 ","64,151.51"
126 ,868000 ,1 ,,דמי הבראה         ,שכר,10.00% ,"3,300 ","3,000 ","2,368.80"
431 ,868000 ,1 ,,חשמל              ,קשיח,0.00% ,"11,900 ","11,900 ",
810 ,868000 ,1 ,,השתתפות באולפנים,גמיש,0.00% ,"360,000 ","360,000 ","380,000.00"
932 ,868000 ,1 ,,רכישות (מהכנסות)  ,גמיש,0.00% ,"100,000 ","100,000 ","19,520.60"
868000  סך הכל ,,,,אולפנים לעולים    ,,0.15% ,"539,600 ","538,800 ","466,040.91"
000 ,869000 ,1 ,,שרותים לקליטת עליה, ,,                ,                ,
110 ,869000 ,1 ,,השכר הקובע-תקציבית,שכר,-3.99% ,"105,900 ","110,300 ","109,310.17"
122 ,869000 ,1 ,,ביגוד             ,שכר,3.85% ,"2,700 ","2,600 ","2,181.65"
126 ,869000 ,1 ,,דמי הבראה         ,שכר,1.45% ,"7,000 ","6,900 ","8,265.06"
431 ,869000 ,1 ,,חשמל              ,קשיח,0.00% ,"2,900 ","2,900 ",
781 ,869000 ,1 ,,קייטנות עולים + וטרנים,גמיש,140.00% ,"120,000 ","50,000 ","50,000.00"
782 ,869000 ,1 ,,משרד הקליטה-מהכנסה,גמיש,0.00% ,"285,000 ","285,000 ","543,919.80"
810 ,869000 ,1 ,,קמחא דפסחא        ,גמיש,0.00% ,0 ,0 ,"96,215.00"
811 ,869000 ,1 ,,תמיכה לראש השנה,גמיש,0.00% ,0 ,0 ,"24,000.00"
812 ,869000 ,1 ,,השתתפות בקליטת עליה,גמיש,0.00% ,"356,800 ","356,800 ","376,710.00"
869000  סך הכל ,,,,שרותים לקליטת עליה,,8.08% ,"880,300 ","814,500 ","1,210,601.68"
000 ,870000 ,1 ,,איכות הסביבה      , ,,                ,                ,
000 ,879000 ,1 ,,יחידה לאיכות הסביבה, ,,                ,                ,
110 ,879000 ,1 ,,השכר הקובע-תקציבית,שכר,-2.47% ,"323,400 ","331,600 ","252,161.46"
119 ,879000 ,1 ,,השכר הקובע-צוברת  ,שכר,-0.87% ,"341,000 ","344,000 ","310,079.43"
122 ,879000 ,1 ,,ביגוד             ,שכר,-3.90% ,"14,800 ","15,400 ","15,799.30"
126 ,879000 ,1 ,,דמי הבראה         ,שכר,4.26% ,"26,900 ","25,800 ","48,283.61"
130 ,879000 ,1 ,,שעות נוספות       ,שכר,0.00% ,0 ,0 ,498.50
140 ,879000 ,1 ,,השתתפות באחזקת רכב,שכר,50.25% ,"119,000 ","79,200 ","93,701.85"
253 ,879000 ,1 ,,עובדים חיצוניים   ,שכר,0.00% ,"60,000 ",0 ,
420 ,879000 ,1 ,,כיבוי אש          ,גמיש,0.00% ,"2,000 ","2,000 ",
433 ,879000 ,1 ,,חומרי נקיון       ,גמיש,0.00% ,"2,800 ","2,800 ","1,973.96"
437 ,879000 ,1 ,,אחזקת אזעקה       ,קשיח,0.00% ,"2,000 ","2,000 ",
470 ,879000 ,1 ,,אחזקת מכונות משרד ,גמיש,0.00% ,"1,400 ","1,400 ",541.35
471 ,879000 ,1 ,,מכשירי כתיבה      ,גמיש,0.00% ,"15,000 ","15,000 ","10,780.28"
492 ,879000 ,1 ,,השתתפות בעזר 092  ,קשיח,0.27% ,"36,900 ","36,800 ","32,927.00"
511 ,879000 ,1 ,,אירוח וכיבוד      ,גמיש,25.00% ,"5,000 ","4,000 ","4,079.70"
522 ,879000 ,1 ,,ספרים ועיתונים    ,גמיש,0.00% ,"1,400 ","1,400 ",
544 ,879000 ,1 ,,הוצאות דאר        ,קשיח,0.00% ,"2,100 ","2,100 ",
550 ,879000 ,1 ,,פירסומים          ,גמיש,0.00% ,"5,600 ","5,600 ",402.00
561 ,879000 ,1 ,,שיכפולים          ,גמיש,38.46% ,"3,600 ","2,600 ","2,600.00"
562 ,879000 ,1 ,,הדפסות            ,גמיש,0.00% ,"3,000 ","3,000 ","3,000.00"
571 ,879000 ,1 ,,"מיכון וענ""א       ",קשיח,12.22% ,"79,900 ","71,200 ","79,800.00"
580 ,879000 ,1 ,,סקרים             ,גמיש,180.00% ,"11,200 ","4,000 ",
710 ,879000 ,1 ,,הובלות והסעות     ,גמיש,0.00% ,"20,000 ","20,000 ","11,940.00"
743 ,879000 ,1 ,,אחזקת ציוד        ,גמיש,0.00% ,"4,000 ","4,000 ",
752 ,879000 ,1 ,,נקיון בקבלנות     ,קשיח,0.00% ,"14,600 ","14,600 ","16,700.00"
780 ,879000 ,1 ,,ארועים            ,גמיש,-100.00% ,0 ,"6,200 ",
794 ,879000 ,1 ,,השתתפות בעזר 094  ,קשיח,-2.22% ,"4,400 ","4,500 ","4,096.00"
931 ,879000 ,1 ,,רכישות חד פעמיות  ,גמיש,0.00% ,"4,000 ","4,000 ","1,888.00"
879000  סך הכל ,,,,יחידה לאיכות הסביבה,,10.05% ,"1,104,000 ","1,003,200 ","891,252.44"
000 ,900000 ,1 ,,מפעלים ותשלומים   , ,,                ,                ,
000 ,912000 ,1 ,,גביה              , ,,                ,                ,
100 ,912000 ,1 ,,שכר עובדים לפי תקן, ,,                ,                ,0.00
110 ,912000 ,1 ,,השכר הקובע-תקציבית,שכר,-54.09% ,"115,600 ","251,800 ","242,922.99"
119 ,912000 ,1 ,,השכר הקובע-צוברת  ,שכר,-100.00% ,0 ,"177,200 ","90,529.19"
122 ,912000 ,1 ,,ביגוד             ,שכר,-11.76% ,"9,000 ","10,200 ","8,546.40"
126 ,912000 ,1 ,,דמי הבראה         ,שכר,-18.08% ,"14,500 ","17,700 ","14,093.50"
140 ,912000 ,1 ,,השתתפות באחזקת רכב,שכר,5.90% ,"46,700 ","44,100 ","41,704.30"
253 ,912000 ,1 ,,עובד חיצוני       ,שכר,0.00% ,0 ,0 ,"14,120.00"
492 ,912000 ,1 ,,השתתפות בעזר 092  ,קשיח,0.24% ,"165,500 ","165,100 ","147,593.00"
500 ,912000 ,1 ,,הוצאות מינהליות   , ,,,,0.00
571 ,912000 ,1 ,,"מיכון וענ""א       ",קשיח,12.28% ,"709,300 ","631,700 ","708,300.00"
757 ,912000 ,1 ,,שרותים מהתאגיד,קשיח,0.00% ,0 ,0 ,"55,735.00"
794 ,912000 ,1 ,,השתתפות בעזר 094  ,קשיח,-2.00% ,"4,900 ","5,000 ","4,563.00"
912000  סך הכל ,,,,גביה              ,,-18.21% ,"1,065,500 ","1,302,800 ","1,328,107.38"
000 ,913000 ,1 ,,מי שיקמה חולון / אזור, ,,                ,                ,
126 ,913000 ,1 ,,דמי הבראה         ,שכר,0.00% ,0 ,0 ,"10,217.98"
250 ,913000 ,1 ,,שכר מושאלים,שכר,-100.00% ,0 ,"155,500 ","83,104.05"
913000  סך הכל ,,,,מי נביעות חולון / אזור,,-100.00% ,0 ,"155,500 ","93,322.03"
000 ,939000 ,1 ,,נכסים אחרים       , ,,                ,                ,
410 ,939000 ,1 ,,דמי חכירה         ,קשיח,0.00% ,"40,000 ","40,000 ",
412 ,939000 ,1 ,,מס רכישה          ,קשיח,0.00% ,"20,000 ","20,000 ","38,605.00"
432 ,939000 ,1 ,,מים - נכסים,קשיח,0.00% ,"50,000 ","50,000 ",
477 ,939000 ,1 ,,אחזקת נכסים       ,גמיש,-100.00% ,0 ,"80,000 ",
550 ,939000 ,1 ,,פירסומים          ,גמיש,25.00% ,"20,000 ","16,000 ",
570 ,939000 ,1 ,,תוכנת ניהול נכסים,קשיח,0.00% ,"5,000 ",0 ,"4,760.14"
580 ,939000 ,1 ,,ייעוץ חיצוני      ,גמיש,25.00% ,"20,000 ","16,000 ",
939000  סך הכל ,,,,נכסים אחרים       ,,-30.18% ,"155,000 ","222,000 ","43,365.14"
000 ,991000 ,1 ,,הפרשות לקרנות תקציביות, ,,                ,                ,
986 ,991100 ,1 ,,התאם מלאי מחסן ודלק,קשיח,0.00% ,"200,000 ","200,000 ","248,755.90"
991100  סך הכל ,,,,קרן מחסנים        ,,0.00% ,"200,000 ","200,000 ","248,755.90"
000 ,991800 ,1 ,,תשלומים סוציאליים, ,,                ,                ,
360 ,991800 ,1 ,,שי לעובדים,שכר,5.65% ,"1,065,000 ","1,008,000 ","983,146.70"
361 ,991800 ,1 ,,שי לעובדים ארעיים,שכר,0.00% ,"5,000 ","5,000 ","3,028.10"
991800  סך הכל ,,,,תשלומים סוציאליים,,5.63% ,"1,070,000 ","1,013,000 ","986,174.80"
000 ,991900 ,1 ,,גימלאות ופיצויים  , ,,                ,                ,
100 ,991900 ,1 ,,שכר עובדים לפי תקן, ,,                ,                ,0.00
310 ,991900 ,1 ,,תשלומי פנסיות     ,שכר,4.44% ,"59,675,600 ","57,139,300 ","55,124,460.07"
311 ,991900 ,1 ,,פנסיות לשארים     ,שכר,1.38% ,"9,568,800 ","9,439,000 ","9,146,117.59"
320 ,991900 ,1 ,,תשלומי פיצויים    ,שכר,-50.00% ,"1,000,000 ","2,000,000 ","986,807.50"
330 ,991900 ,1 ,,פנסיות לאחרים     ,שכר,11.48% ,"1,000,000 ","897,000 ","979,173.46"
340 ,991900 ,1 ,,רווחת גימלאי העירייה,גמיש,-5.31% ,"750,200 ","792,300 ","750,546.89"
991900  סך הכל ,,,,גימלאות ופיצויים  ,,2.46% ,"71,994,600 ","70,267,600 ","66,987,105.51"
000 ,992000 ,1 ,,רזרבה תקציבית     , ,,                ,                ,
960 ,992000 ,1 ,,פעולות מיוחדות    ,קשיח,660.00% ,"11,400,000 ","1,500,000 ",
963 ,992000 ,1 ,,רזרבה לשכר,קשיח,-100.00% ,0 ,"1,500,000 ",
992000  סך הכל ,,,,רזרבה תקציבית     ,,280.00% ,"11,400,000 ","3,000,000 ",0.00
